#plate,mjd,fiberID,RA,Dec,d_per(Mpc),d_long(Mpc),length_fil(Mpc)
2237,53828,447,190.198570,30.685659,0.843520,13.097413,34.572312
1975,53734,633,192.447590,32.080503,0.775327,5.423733,34.572312
1994,53845,578,194.541930,32.016518,0.777712,2.970492,34.572312
1975,53734,553,191.575160,32.187564,1.038908,10.861794,34.572312
1975,53734,557,191.606030,32.181869,1.049195,10.861794,34.572312
1994,53845,562,194.938870,32.045019,1.107352,2.176424,34.572312
1971,53472,492,188.252180,32.867793,0.013360,17.628409,34.572312
1994,53845,353,192.578160,32.547373,0.001291,5.176378,7.276311
1999,53503,53,185.087830,32.847632,0.631022,24.516588,34.572312
2013,53818,633,187.384030,32.298385,0.576370,21.350092,34.572312
2232,53827,577,186.484610,30.843573,2.445018,0.023628,8.205316
2234,53823,363,186.918410,30.931427,2.380203,22.226416,34.572312
2234,53823,447,187.598980,30.933832,2.645038,21.797831,34.572312
1971,53472,238,187.837980,32.323637,1.112558,22.262412,34.572312
1971,53472,351,186.564120,32.419129,0.051015,22.700116,34.572312
2013,53818,494,185.562200,32.399405,0.818062,24.131095,34.572312
2013,53818,506,185.965670,32.354656,0.705550,23.416624,34.572312
2013,53818,587,186.423860,32.473461,0.044627,22.701907,34.572312
2237,53828,506,190.767750,30.387231,0.011413,0.000000,9.679746
2011,53499,341,194.059900,30.200079,0.865818,3.021207,10.596468
2237,53828,369,189.582000,30.525765,1.486913,13.097413,34.572312
2237,53828,388,189.344750,30.474091,1.799496,13.097413,34.572312
2237,53828,421,189.783290,30.406543,1.127988,1.406242,9.679746
1994,53845,96,194.522250,31.014038,0.714274,3.403939,10.596468
2029,53819,196,195.859190,31.456144,2.479495,3.912048,10.596468
1971,53472,28,189.689510,31.879468,0.208093,14.892882,34.572312
1971,53472,64,189.632710,31.937998,0.118820,14.946284,34.572312
1975,53734,222,190.709230,31.890236,0.717018,11.312428,34.572312
1994,53845,125,193.682230,31.611981,0.995052,1.017604,10.596468
6488,56364,78,196.904570,32.777678,2.982924,0.000000,34.572312
2013,53818,84,186.130670,31.247647,1.954511,22.226416,34.572312
2239,53726,106,193.021120,29.288085,2.550217,2.121307,10.596468
2029,53819,312,194.988690,31.505997,1.779167,3.308898,10.596468
1975,53734,310,189.627950,31.884253,0.212390,14.946351,34.572312
1975,53734,318,189.703330,31.984887,0.024861,14.882745,34.572312
1975,53734,146,191.441620,31.876331,0.466809,10.861794,34.572312
1994,53845,254,192.733440,31.687881,0.013905,5.599181,34.572312
1994,53845,260,192.735760,31.665444,0.006920,5.604904,34.572312
1994,53845,285,191.906030,31.724755,0.862249,10.381300,34.572312
2239,53726,147,192.777380,29.196812,2.791254,8.236059,34.572312
2029,53819,224,195.686690,31.478167,2.346475,3.912048,10.596468
2237,53828,433,189.705870,29.972408,0.777256,2.235552,9.679746
2239,53726,360,191.012760,29.916120,0.881141,0.042628,9.679746
2237,53828,35,191.659580,29.836704,1.275144,8.742237,34.572312
2237,53828,347,188.938910,30.024166,1.757357,2.235552,9.679746
1971,53472,40,189.826400,31.989890,0.064924,14.831277,34.572312
1971,53472,61,189.475820,32.004936,0.031004,15.184887,34.572312
1971,53472,104,189.124640,32.079790,0.116468,15.706607,34.572312
1971,53472,114,189.191520,32.115753,0.004207,15.653536,34.572312
1975,53734,623,192.538260,32.006520,0.590587,5.423733,34.572312
2029,53819,192,195.987610,31.613092,2.727867,2.176424,34.572312
1971,53472,75,189.423830,32.086725,0.099970,15.623136,34.572312
1971,53472,311,186.735070,32.147566,0.260753,22.304544,34.572312
1975,53734,313,189.684670,32.017931,0.027145,14.880266,34.572312
2013,53818,597,186.815590,32.069967,0.422068,22.395268,34.572312
1994,53845,229,193.780790,30.512699,0.218005,2.126327,10.596468
1994,53845,501,194.082530,32.654981,0.521983,2.953811,34.572312
2013,53818,326,185.224390,32.973032,0.348643,24.516588,34.572312
2013,53818,457,185.981710,32.956071,0.296756,23.633607,34.572312
2029,53819,403,196.104300,32.548165,2.217452,0.000000,34.572312
2006,53476,281,194.479400,32.728369,0.059135,2.010461,34.572312
2239,53726,179,192.206200,29.424275,2.105329,8.512970,34.572312
1994,53845,74,194.227890,30.676450,0.011802,3.056681,10.596468
1994,53845,77,194.273730,30.665093,0.005203,3.056721,10.596468
1994,53845,111,194.183390,30.719239,0.004353,2.888581,10.596468
1994,53845,221,193.741060,30.708092,0.077435,2.236064,10.596468
1971,53472,289,187.150970,31.481969,1.537202,21.797831,34.572312
2013,53818,57,186.617060,31.458195,1.433251,22.226416,34.572312
1994,53845,83,194.454600,31.275436,1.018117,2.838266,10.596468
1994,53845,89,194.422420,31.275269,0.998526,2.838266,10.596468
1994,53845,91,194.568940,31.158977,0.973270,3.419043,10.596468
1994,53845,132,194.219120,31.295269,0.960246,2.838266,10.596468
1994,53845,155,193.481840,31.220003,0.283451,1.147006,10.596468
2232,53827,444,185.868510,30.984469,1.740254,0.250419,8.205316
2232,53827,532,186.108610,30.916655,1.987175,0.023628,8.205316
1975,53734,250,190.047370,31.177114,0.283671,13.129358,34.572312
1994,53845,263,193.467390,31.107093,0.121935,1.968548,10.596468
1994,53845,108,194.145890,30.768976,0.044006,2.865838,10.596468
1994,53845,184,193.972680,30.934952,0.339618,2.558543,10.596468
1975,53734,243,190.106590,31.154920,0.198507,13.097413,34.572312
1994,53845,277,193.395620,30.985048,0.109386,1.939994,10.596468
2232,53827,368,185.115090,31.172112,1.041953,0.682726,8.205316
2234,53823,565,188.293410,31.142670,2.176409,15.924614,34.572312
2232,53827,443,185.782930,31.051202,1.697626,0.182634,8.205316
2011,53499,339,193.795270,29.578265,1.823292,2.121307,10.596468
2239,53726,149,192.541330,29.676221,1.885995,8.236059,34.572312
2239,53726,231,191.859010,29.787786,1.363460,8.650178,34.572312
2239,53726,235,191.685640,29.735289,1.448957,8.696514,34.572312
2237,53828,461,190.333940,30.121735,0.156137,0.777718,9.679746
2237,53828,466,190.304120,30.275579,0.337167,0.599779,9.679746
2239,53726,35,193.510340,29.603614,1.803472,2.121307,10.596468
2232,53827,627,186.820630,30.622815,2.835971,0.023628,8.205316
2234,53823,536,188.036960,30.715329,3.000665,15.867414,34.572312
2239,53726,264,191.527110,29.823158,1.309060,8.897146,34.572312
2237,53828,150,190.515470,29.666373,0.386011,2.029607,9.679746
2029,53819,526,196.907560,32.775328,2.988538,0.000000,34.572312
2029,53819,330,195.534340,32.716417,1.464429,0.000000,34.572312
2006,53476,42,195.819070,32.721472,1.710555,0.000000,34.572312
2006,53476,98,195.576210,32.890615,1.255069,0.000000,34.572312
2006,53476,99,195.609470,32.762789,1.458775,0.000000,34.572312
2029,53819,419,196.132740,32.823465,1.948546,0.000000,34.572312
1975,53734,392,190.203200,32.250757,0.782220,15.049702,34.572312
1975,53734,425,190.455600,32.626379,1.522647,15.002234,34.572312
1975,53734,464,190.758480,32.328346,1.380740,11.312428,34.572312
2006,53476,84,195.604330,32.425734,1.604934,2.176424,34.572312
2006,53476,208,195.121800,32.367438,0.949685,2.176424,34.572312
2006,53476,289,194.485040,32.481661,0.093544,2.310283,34.572312
2013,53818,367,185.319590,32.782075,0.463045,24.663600,34.572312
2013,53818,375,185.325960,32.711072,0.541711,24.286722,34.572312
2015,53819,47,187.502490,32.879585,0.229676,21.033926,34.572312
2029,53819,477,196.091070,31.882924,2.599138,2.176424,34.572312
1971,53472,41,188.774070,31.239934,1.595303,15.448769,34.572312
1971,53472,125,188.126730,31.374927,2.020090,16.890542,34.572312
1971,53472,201,187.819160,31.341159,2.182885,21.797831,34.572312
2013,53818,41,186.556090,31.395149,1.548085,22.226416,34.572312
2013,53818,600,186.402320,32.183158,0.397512,22.385959,34.572312
1994,53845,536,194.262040,31.625540,1.249088,2.852019,34.572312
6477,56365,978,186.672580,31.935561,0.604611,22.226416,34.572312
2239,53726,597,193.153240,30.416840,0.925585,2.159436,10.596468
2011,53499,369,194.077060,29.807797,1.428968,3.528224,10.596468
2011,53499,373,194.101950,29.804940,1.410360,3.563457,10.596468
1994,53845,33,194.577480,30.538023,0.048679,3.562774,10.596468
1994,53845,68,194.241120,30.716046,0.056476,2.971641,10.596468
2239,53726,561,193.379260,30.723521,0.425171,1.747270,10.596468
2013,53818,292,184.770410,31.699108,1.469556,2.652528,8.205316
2013,53818,314,184.715480,31.739850,1.424825,2.548117,8.205316
1971,53472,59,188.794870,31.612412,1.062504,15.707008,34.572312
1971,53472,103,188.885950,31.749326,0.790501,15.713948,34.572312
1994,53845,100,194.206280,31.498764,1.311576,2.838266,10.596468
1975,53734,160,191.400130,31.642732,0.141719,10.963419,34.572312
1975,53734,166,191.181940,31.637086,0.045080,11.020413,34.572312
1975,53734,188,190.907120,31.730522,0.326783,11.312428,34.572312
2029,53819,303,194.874490,31.335659,1.438647,3.308898,10.596468
1975,53734,230,190.561030,31.697281,0.675453,12.060647,34.572312
2029,53819,232,195.806730,31.320587,2.255072,3.912048,10.596468
2029,53819,233,195.857280,31.317570,2.304771,3.912048,10.596468
6482,56358,414,189.775890,31.708096,0.352180,15.040084,34.572312
6487,56362,518,195.812240,31.329656,2.272018,3.912048,10.596468
6484,56358,640,194.081490,31.335825,1.030514,2.940578,10.596468
2239,53726,622,193.242670,30.152048,1.090600,2.121307,10.596468
1971,53472,176,188.235190,32.142373,0.890922,16.787435,34.572312
1975,53734,307,189.700140,32.091495,0.156576,14.867022,34.572312
1994,53845,495,193.839120,31.978190,0.542826,3.443298,34.572312
2029,53819,521,196.851740,32.862715,2.856174,0.000000,34.572312
2029,53819,441,196.487880,32.838997,2.385633,0.000000,34.572312
2029,53819,459,196.582810,32.973850,2.421637,0.000000,34.572312
2006,53476,17,196.489020,32.837154,2.388538,0.000000,34.572312
2006,53476,52,195.926440,32.989713,1.540577,0.000000,34.572312
6488,56364,158,196.486110,32.837986,2.384092,0.000000,34.572312
6478,56341,898,190.764990,30.381107,0.000019,0.000000,9.679746
6481,56363,504,190.762150,30.378116,0.000536,0.006680,9.679746
6485,56342,655,192.579360,32.547920,0.000558,5.176889,7.276311
2243,53794,608,199.866700,27.748974,0.001839,22.465212,32.472266
2243,53794,619,199.916970,27.706060,0.002716,22.464672,32.472266
2243,53794,418,198.477820,27.713019,0.601777,24.634795,32.472266
2243,53794,529,199.049720,27.733764,0.124713,23.744123,32.472266
2243,53794,561,199.353770,27.750143,0.015424,23.766982,32.472266
2243,53794,610,199.745640,27.812190,0.001489,22.689257,32.472266
2243,53794,617,199.774760,27.818536,0.016233,22.685049,32.472266
2242,54153,625,198.033030,27.330519,1.507918,24.634795,32.472266
2243,53794,429,198.455300,27.469255,1.020869,24.634795,32.472266
2664,54524,328,199.897240,25.411017,2.484604,19.750788,32.472266
2243,53794,100,199.191150,26.212202,2.655811,23.533465,32.472266
2243,53794,149,199.205770,26.346278,2.423019,23.533465,32.472266
2243,53794,432,198.031010,27.322767,1.520779,24.634795,32.472266
2243,53794,493,198.856630,27.303237,0.927044,23.724741,32.472266
2243,53794,236,198.159520,26.798599,2.208103,24.054135,32.472266
2242,54153,640,198.080330,27.127011,1.776692,24.634795,32.472266
2243,53794,93,199.174720,26.131788,2.795668,23.533465,32.472266
2243,53794,240,198.226250,26.534976,2.566795,24.054135,32.472266
2243,53794,461,198.722660,27.008120,1.478482,23.713742,32.472266
2244,53795,352,199.913950,26.788034,1.236898,21.790990,32.472266
2243,53794,577,199.438280,27.569870,0.342404,23.201767,32.472266
2497,54154,246,170.633030,23.105871,1.307013,0.000000,2.339568
2500,54178,324,171.187960,22.871907,0.334498,0.000000,2.339568
2500,54178,328,171.160100,22.875373,0.379061,0.000000,2.339568
2496,54178,415,170.091430,22.579446,0.831562,5.557978,6.330759
2493,54115,35,170.289030,23.837660,0.816727,2.968396,14.684522
2497,54154,212,170.912550,23.383079,1.116995,2.078066,14.684522
2497,54154,258,170.868340,23.371788,1.164412,2.078066,14.684522
2493,54115,587,170.107880,24.496205,0.053737,4.200362,14.684522
2496,54178,465,170.185250,22.258341,1.009267,5.600287,6.330759
2496,54178,528,170.949880,22.474563,0.896701,0.055352,2.339568
2493,54115,619,170.264710,24.771844,0.480513,4.237177,14.684522
2504,54179,434,173.138400,22.115852,0.844585,2.418998,8.593607
2504,54179,475,173.372960,22.111558,0.829937,2.418998,8.593607
2224,53815,135,178.658000,28.977662,0.104705,15.341509,19.645358
2225,53729,95,180.404490,28.968307,1.424410,17.378586,19.645358
2496,54178,589,171.585720,21.698404,0.638109,6.423834,8.593607
2496,54178,631,171.951010,21.629173,0.037949,6.394669,8.593607
2500,54178,231,172.071480,21.591539,0.163460,6.359647,8.593607
2505,53856,227,174.535840,23.396163,1.340679,0.417525,8.593607
2505,53856,238,174.717740,23.446504,1.569222,0.417525,8.593607
2505,53856,239,174.603640,23.517449,1.577275,0.417525,8.593607
2505,53856,262,174.275280,23.528966,1.362959,0.698247,8.593607
2225,53729,136,180.238740,28.954500,1.236158,17.378586,19.645358
2496,54178,492,170.468680,21.634432,1.988168,5.600287,6.330759
2497,54154,45,171.877230,23.359256,0.438507,2.147120,24.098109
2501,54084,41,173.425170,23.412728,1.197746,1.739638,8.593607
2501,54084,202,172.601180,23.366736,0.636361,2.633431,24.098109
2504,54179,235,173.424750,21.864601,1.266618,2.418998,8.593607
2504,54179,318,172.612660,21.659836,0.852415,4.752444,8.593607
2218,53816,75,173.478270,26.363993,0.594132,3.966952,8.862001
2222,53799,189,176.446690,29.253324,0.758546,2.982893,3.371966
2500,54178,447,172.246950,22.959877,0.006006,1.114269,24.098109
2504,54179,321,172.843910,22.901266,0.352743,3.132814,8.593607
2504,54179,330,172.787040,23.057154,0.637562,3.123680,8.593607
2505,53856,535,175.042940,25.326342,1.705167,10.392068,24.098109
2505,53856,537,175.061460,25.323686,1.708747,10.392068,24.098109
2505,53856,538,175.043390,25.309597,1.734179,10.392068,24.098109
2507,53876,330,174.183820,22.992021,0.458506,0.552787,8.593607
2510,53877,627,177.742240,26.005245,2.578938,12.788844,24.098109
2223,53793,344,177.002730,27.829500,0.041293,16.528647,24.098109
2497,54154,141,171.708630,24.081352,0.137609,1.580205,14.684522
2497,54154,35,172.553690,24.169641,0.061471,3.559732,24.098109
2223,53793,322,176.986090,28.068937,0.373772,16.505457,24.098109
2223,53793,346,176.777830,27.418196,0.697008,15.398034,24.098109
2221,53792,581,177.268270,27.334229,0.952682,16.224140,24.098109
2501,54084,196,172.559870,23.802264,0.101103,2.837608,24.098109
2221,53792,19,177.237090,26.248139,1.689668,12.788844,24.098109
2223,53793,289,176.930790,26.276606,1.268800,12.923146,24.098109
2216,53795,5,171.944240,25.999768,1.473519,4.771961,8.862001
2219,53816,219,172.896130,26.062290,0.001570,4.979183,8.862001
2226,53819,99,179.917300,26.546490,2.622768,20.213777,24.098109
2226,53819,202,179.542090,26.453139,2.638749,20.213777,24.098109
2226,53819,214,179.531330,26.522877,2.516543,20.213777,24.098109
2226,53819,245,179.323670,26.517189,2.504603,20.213777,24.098109
2224,53815,223,178.197290,29.329021,0.006951,14.428425,19.645358
2224,53815,227,178.179730,29.317168,0.017405,14.433911,19.645358
2225,53729,105,180.602350,29.376606,1.735667,3.332486,6.338113
2225,53729,228,179.885190,29.447075,1.110049,3.798877,6.338113
