#x,y,z,SM,Metal,u_minus_r,g_minus_r
41.694176,17.516212,4.830272,5103993344.000000,0.018851,1.264952,0.383940
61.695953,70.833221,70.449219,4329511936.000000,0.012632,1.160244,0.316355
5.531373,27.182531,89.653938,4465982464.000000,0.014581,1.069466,0.306385
10.074142,73.507431,7.842951,3553109760.000000,0.017598,1.799383,0.587530
67.836220,37.868324,62.082382,1116215552.000000,0.012324,1.776861,0.562769
35.496666,86.125977,19.771450,5502318592.000000,0.014535,1.226757,0.355555
25.828920,25.730097,96.995956,3537768960.000000,0.016350,1.602638,0.519678
30.825010,7.666288,53.943081,3474180352.000000,0.015163,1.488518,0.465868
22.161003,86.671623,86.906357,5291355648.000000,0.017555,1.231335,0.368153
75.461716,38.074100,40.403889,2904528384.000000,0.017825,1.474167,0.485668
93.365250,85.831116,34.579922,2611788800.000000,0.015639,1.546177,0.500153
6.488822,67.091034,62.609863,2605223168.000000,0.014590,1.103252,0.316435
54.238186,78.620453,37.807701,3628755712.000000,0.015716,1.537590,0.481445
83.269821,40.019665,35.969246,3654611712.000000,0.015129,1.954683,0.655602
18.849558,66.499763,45.062164,4377997312.000000,0.017579,1.379490,0.451101
17.998146,74.406784,21.129597,3571391744.000000,0.010816,0.636271,0.101473
5.333375,29.242773,97.306358,3201117184.000000,0.015686,1.481983,0.475382
84.106682,56.669777,36.589043,5005076480.000000,0.017148,1.366760,0.422894
42.924103,80.249390,15.736077,5234318336.000000,0.014359,1.269754,0.380074
49.174290,40.443947,70.888000,4545800192.000000,0.018116,1.824478,0.607819
95.721054,72.561172,16.572212,3774462976.000000,0.018009,1.380264,0.449726
14.281816,16.468771,11.344193,1542278528.000000,0.013708,1.190987,0.372566
74.598320,83.130051,71.603973,3507666944.000000,0.013669,1.221891,0.355484
56.627106,0.760648,57.299351,2311656960.000000,0.014843,1.549473,0.516562
45.047100,70.086784,89.327408,3667766272.000000,0.013989,0.940777,0.257513
22.696583,57.224831,10.295374,4727299584.000000,0.016318,1.501862,0.474577
85.805923,41.721523,2.520897,8891802624.000000,0.019568,1.429209,0.452778
62.238144,99.423332,55.866642,3466081536.000000,0.015625,0.958042,0.246483
53.108124,62.414894,63.744415,3784597248.000000,0.017343,1.450502,0.470169
42.502533,40.654560,1.022354,3818336768.000000,0.017699,1.358616,0.418232
13.701573,2.674285,59.645378,10840361984.000000,0.019075,1.398956,0.448679
81.712158,28.286655,27.904724,4247382016.000000,0.017303,1.553709,0.515808
65.380066,97.948502,0.182820,2549435904.000000,0.015091,1.399261,0.431189
60.782612,91.761086,7.052299,5163880448.000000,0.015786,1.806910,0.599928
46.006485,33.561237,83.490875,11107023872.000000,0.021384,1.707529,0.575823
35.687054,19.838573,51.094723,4840963584.000000,0.016560,1.313635,0.401228
94.151230,92.143654,34.562336,7992609280.000000,0.019282,1.480425,0.480049
73.769547,0.728898,21.611506,6582697984.000000,0.019849,1.394274,0.432673
8.005074,88.559341,67.676094,4228353536.000000,0.016924,1.281187,0.391733
81.958939,13.856596,5.213872,3371806720.000000,0.015011,1.578300,0.502935
89.186386,84.324287,21.478346,5633701888.000000,0.016504,1.393600,0.436874
48.541203,56.433300,49.457417,1824358272.000000,0.012160,1.178583,0.327517
42.905621,32.295616,72.412109,2491791872.000000,0.016131,1.469454,0.447376
82.588791,14.446598,47.130486,7236615168.000000,0.017123,1.463770,0.458246
26.605532,76.485344,78.012527,3370526464.000000,0.014272,1.168436,0.318394
30.832001,80.092133,26.556068,4934067200.000000,0.017738,1.713888,0.562214
98.121788,0.169722,16.362219,6315885056.000000,0.019045,1.698614,0.542919
83.526878,6.657951,1.629929,3141030656.000000,0.015421,1.454550,0.472130
91.391098,10.737503,15.645129,3510623488.000000,0.015222,1.051334,0.279221
65.917702,28.914392,41.015457,3646141952.000000,0.015127,1.131918,0.319357
18.115726,44.017090,74.933800,3618965504.000000,0.016961,1.665388,0.553976
20.514339,4.440730,68.451157,4697894912.000000,0.016218,1.390619,0.436914
68.578209,48.579826,53.869705,9680322560.000000,0.020014,1.816799,0.578840
69.489838,42.953869,85.632851,3981245440.000000,0.013112,1.958279,0.641417
4.545253,97.908966,58.206398,4255798784.000000,0.015173,1.482540,0.444496
49.569592,99.275772,70.018082,3906867456.000000,0.016933,1.193586,0.376532
85.062271,54.912251,31.080679,4829490176.000000,0.016465,1.316353,0.404150
31.431051,44.810795,27.549269,4100854272.000000,0.016188,1.831650,0.594179
34.310986,84.297935,7.694190,3924103424.000000,0.014649,1.337023,0.413822
62.033283,23.439306,30.691021,4442672640.000000,0.017649,1.647579,0.540461
77.095825,11.570948,79.217209,6953843200.000000,0.020851,1.872677,0.625872
47.582745,20.326115,39.697613,5200133120.000000,0.016969,1.082460,0.294901
37.047859,50.493599,63.238281,5392702976.000000,0.017547,1.137280,0.342806
6.741832,33.304932,36.586456,3224668416.000000,0.015225,1.711218,0.554390
51.651684,57.890194,33.215912,5123263488.000000,0.019373,1.264296,0.395594
50.411930,77.610046,97.147400,5854238720.000000,0.015620,1.380930,0.440313
82.221893,3.237225,63.248375,4770614272.000000,0.014784,1.173508,0.337767
83.694054,64.509064,70.130272,4814502912.000000,0.015711,1.551167,0.496899
80.806526,73.435127,64.698578,4596982784.000000,0.016632,1.207497,0.350645
65.120071,0.395820,85.015579,7193012736.000000,0.017490,1.306110,0.403154
68.535309,84.717163,81.350563,1618285952.000000,0.011392,0.907734,0.194813
81.075989,6.107854,69.562630,6472762880.000000,0.017091,1.403278,0.447384
10.221609,17.252510,51.007889,4925715968.000000,0.014780,1.161060,0.336496
75.044022,15.676209,68.026016,5166515200.000000,0.015809,1.369188,0.417469
70.069321,97.733589,50.829117,3306019584.000000,0.012980,1.124670,0.288282
15.980897,87.556038,57.026882,5672776192.000000,0.015362,1.432289,0.443415
14.405675,5.196183,69.132256,4621661696.000000,0.019992,1.431719,0.469986
87.556046,34.459091,97.188995,6484251136.000000,0.018349,1.329706,0.409615
1.133602,24.812498,20.764923,9603010560.000000,0.021784,1.460054,0.476480
47.854424,84.582031,26.849396,3604159232.000000,0.013412,0.997288,0.256977
48.731663,75.422050,99.357544,6300015104.000000,0.015596,1.176355,0.337450
15.720050,11.594647,52.584805,3836020480.000000,0.017865,1.481922,0.486950
70.328300,51.461632,97.626022,3304741376.000000,0.011892,1.007528,0.242298
9.356041,78.436584,21.541983,4792877568.000000,0.017131,1.219711,0.357683
61.895145,9.674233,90.126648,4497223680.000000,0.016050,1.260023,0.375511
44.640606,49.718170,1.120505,3268020480.000000,0.014900,1.051432,0.296890
44.940937,98.092773,70.239998,3498032896.000000,0.013970,1.357996,0.426741
82.206367,1.831472,96.635399,6240194048.000000,0.019021,1.361349,0.423529
44.651398,15.472378,6.050272,3518533888.000000,0.016435,1.284285,0.391666
56.649513,60.575291,0.146218,6672212992.000000,0.014292,2.246237,0.716908
94.137100,10.677690,40.104626,25339207680.000000,0.021495,1.441954,0.462648
75.097305,24.527584,48.272343,4695728128.000000,0.016672,1.408377,0.436813
0.909099,2.226895,32.216133,3164222464.000000,0.015339,1.198355,0.356037
34.873730,76.267288,8.032817,4515800576.000000,0.016942,1.306988,0.402666
27.759325,47.750042,96.775871,4694597632.000000,0.014807,1.647419,0.502693
23.073296,33.281864,64.276329,6627671040.000000,0.018061,1.609579,0.535892
76.265144,97.930634,1.169054,6032877056.000000,0.017383,1.484116,0.477726
29.066263,16.558098,70.268059,6605507072.000000,0.018434,1.889133,0.623415
31.319839,8.946430,30.212172,4921699840.000000,0.017323,1.176764,0.347919
11.371738,34.306038,83.357140,5054277632.000000,0.014003,1.164835,0.322401
72.399605,26.972111,48.300430,5186861568.000000,0.018816,1.430508,0.461395
11.964487,69.119240,15.723363,6056228864.000000,0.016983,1.646114,0.525644
6.813610,40.646507,42.011967,5613835264.000000,0.017368,1.492933,0.465714
82.266434,6.242701,67.597160,8787475456.000000,0.017297,1.349636,0.421352
98.527618,5.529707,71.912369,6577794560.000000,0.017111,2.125469,0.686064
80.467583,7.218081,68.958954,8937525248.000000,0.016369,1.197697,0.385189
1.346245,82.394859,61.963825,5082258944.000000,0.016724,1.060860,0.291052
93.407036,12.878539,55.432034,2349189120.000000,0.014625,1.090067,0.276752
52.093777,50.571278,28.240108,5225338880.000000,0.018642,1.521524,0.485394
54.607704,65.124802,85.147354,7999668736.000000,0.018551,1.742449,0.579086
22.977875,30.279648,99.126465,5175555584.000000,0.015713,1.943481,0.637321
99.578049,23.853239,21.646780,5688837120.000000,0.017557,1.263573,0.397255
72.646553,70.654152,3.225457,4634455552.000000,0.016736,1.523352,0.475126
96.764580,41.373634,52.521469,5178299904.000000,0.017593,1.569347,0.519253
33.877251,14.297765,44.113529,5262696960.000000,0.017217,1.334261,0.388697
74.331131,1.122390,98.449913,3775775232.000000,0.016678,1.181934,0.343077
96.482811,33.211647,37.535664,5203846656.000000,0.015009,1.166332,0.331816
24.702244,47.381767,9.359270,3611803904.000000,0.016305,1.248533,0.362873
74.298676,8.298945,56.731915,6137259520.000000,0.018619,1.286520,0.402357
44.466202,38.814503,69.932396,6781663232.000000,0.012103,1.258751,0.363512
54.628555,78.029747,9.619147,7271437824.000000,0.016046,1.529406,0.489136
60.814655,68.746254,51.157295,5345997824.000000,0.016260,1.087988,0.300873
14.056846,69.269737,21.614416,7037347328.000000,0.016194,1.125742,0.324675
59.699570,65.831306,99.626511,5289548800.000000,0.017093,1.470806,0.469130
45.135334,11.744584,49.330864,4647710720.000000,0.017620,1.389126,0.439398
85.268639,32.154522,40.240116,1852043904.000000,0.014798,0.980064,0.268724
49.141994,65.485893,55.552738,11052727296.000000,0.016649,1.067024,0.302507
96.323792,36.034115,75.894615,6823505920.000000,0.018148,1.418777,0.453674
40.933861,21.843433,43.773315,9510297600.000000,0.017507,1.381855,0.418741
0.462183,78.035515,57.034561,2948624128.000000,0.014249,0.921535,0.225668
9.231436,72.170258,82.669037,5123452416.000000,0.016969,1.679153,0.560781
60.996483,49.357582,53.566219,6957435392.000000,0.019321,1.583513,0.524260
93.375191,9.779524,2.724793,7657123840.000000,0.020129,1.445459,0.463131
66.095604,27.409582,23.940825,7959746048.000000,0.018633,1.525360,0.504982
82.172714,97.901772,52.145157,1767315072.000000,0.011481,0.947510,0.223906
70.952553,80.081337,84.679420,5049894912.000000,0.015598,1.100973,0.314005
24.315355,40.658714,15.186916,4055451392.000000,0.015529,1.530434,0.480974
35.990364,26.218287,72.612122,6060226048.000000,0.018619,1.299847,0.405642
16.698357,67.569435,18.109861,7836798464.000000,0.018576,1.486410,0.471527
74.414276,36.687778,56.508877,3445496832.000000,0.016121,1.580151,0.535461
46.718128,84.760864,85.360207,6581225472.000000,0.016606,1.513008,0.491936
13.134654,57.594395,65.322456,6130404864.000000,0.017663,1.457867,0.471832
77.940338,68.138489,16.102219,4660930048.000000,0.013268,1.902046,0.607098
69.363838,32.548061,21.949553,9553945600.000000,0.017298,1.209944,0.362749
44.759693,11.666862,89.085815,4337028608.000000,0.013309,1.071699,0.284451
99.732361,56.957565,43.955242,9126277120.000000,0.017179,1.295898,0.397175
81.875076,69.785599,17.985735,8838567936.000000,0.020002,1.776175,0.591869
8.106813,31.815268,89.075897,7869917696.000000,0.015969,1.186054,0.343889
33.785873,10.771114,33.771236,6346704896.000000,0.017337,1.537268,0.496893
33.316448,77.677567,4.741831,6682790912.000000,0.016761,1.434221,0.446766
26.511662,90.606895,92.638252,3560898560.000000,0.014693,1.450104,0.446609
47.780354,78.875305,10.001443,15975983104.000000,0.018690,1.311655,0.404200
68.587090,27.322163,41.922604,3024043776.000000,0.013665,1.196432,0.340780
74.159081,83.969437,56.845619,8988817408.000000,0.019463,1.432602,0.456549
36.606655,19.905724,6.893373,7074870272.000000,0.016856,1.402769,0.438267
6.291959,90.302635,61.274952,6511640576.000000,0.018325,1.400179,0.450867
71.415619,19.612497,42.645508,3280440064.000000,0.014743,1.101990,0.328768
80.687050,4.462996,69.770546,4158158336.000000,0.014438,1.281200,0.424021
96.220886,87.602707,77.854904,3268907264.000000,0.013358,1.613667,0.479185
1.568887,78.666763,53.433346,8535749120.000000,0.017370,1.161453,0.346191
80.373138,7.295063,41.847794,5698287616.000000,0.013475,1.086231,0.298550
15.713503,0.469793,79.577438,3744692224.000000,0.014832,1.347885,0.394165
47.298553,36.824924,56.930237,7269554688.000000,0.016880,1.554293,0.497795
91.954514,36.290825,3.306995,6979554816.000000,0.019380,1.460226,0.472013
87.094475,32.414124,97.495750,5235652096.000000,0.018488,1.303043,0.446579
77.734634,64.289650,5.158464,5951313920.000000,0.018644,1.516373,0.503428
10.530597,75.611275,60.895451,7152568320.000000,0.015411,1.157494,0.328325
60.756962,78.450104,9.655339,5919081472.000000,0.017026,1.310144,0.414396
71.690651,10.544118,71.735130,5871557632.000000,0.017182,1.252277,0.384151
70.725807,76.835869,44.088802,3461481984.000000,0.015291,1.210081,0.357458
24.983711,17.470634,47.813103,6583329792.000000,0.017622,1.743078,0.569313
37.577057,67.513817,58.202930,1288806400.000000,0.008742,0.885178,0.166937
43.414284,91.909081,78.546852,9763400704.000000,0.022810,1.841028,0.580322
28.784466,4.515293,7.935073,4848952832.000000,0.016601,1.145191,0.341856
48.872295,99.687759,83.201996,6949001728.000000,0.017490,1.536083,0.493034
98.073395,22.579372,77.133308,9033132032.000000,0.017595,1.453321,0.456839
84.303802,72.353020,45.038418,11567614976.000000,0.020268,1.869043,0.608011
78.563072,89.284660,90.021599,2189875968.000000,0.012763,1.007944,0.256849
18.853319,87.310936,48.597794,3645192448.000000,0.015564,1.122423,0.321177
65.252014,20.967777,21.467659,8136527360.000000,0.016302,1.164667,0.342278
74.896133,97.735977,80.264549,5893967360.000000,0.014506,1.090979,0.296888
73.958824,37.669487,56.564335,10760208384.000000,0.018701,1.350677,0.429411
73.073494,27.946650,98.168152,5370211840.000000,0.014313,2.232143,0.707855
83.457085,22.941526,67.819176,6541761536.000000,0.017225,1.269249,0.407841
98.952362,0.830247,29.035187,6881247744.000000,0.018079,1.167387,0.360537
77.959335,37.092422,63.243622,7726130688.000000,0.016004,1.324259,0.393314
47.325584,60.316269,82.325005,5957112320.000000,0.015261,0.946941,0.257299
46.497253,61.201828,81.642677,9173690368.000000,0.018569,1.445469,0.455759
67.323570,75.932007,43.685421,7190678016.000000,0.016559,1.371901,0.435553
18.495317,66.393517,16.009768,8990407680.000000,0.016197,1.135111,0.327173
66.112366,27.819788,22.578943,13206226944.000000,0.018212,1.427013,0.453728
81.663925,80.516602,23.385750,9866966016.000000,0.017696,1.187395,0.340788
31.138014,36.303501,20.752619,4604018176.000000,0.014815,1.201815,0.376734
70.134674,94.742790,74.648842,5143985152.000000,0.013410,0.985634,0.279243
83.198723,36.819489,38.030666,7577753088.000000,0.014923,2.252905,0.716494
61.984501,63.074142,89.729935,7654570496.000000,0.017785,1.323347,0.428223
50.635826,1.321293,13.119994,11139279872.000000,0.020328,1.449915,0.474751
42.351234,17.361376,97.779701,8646714368.000000,0.016321,1.334505,0.412518
27.973597,73.809540,97.594063,1887589248.000000,0.012466,1.291903,0.398287
74.710777,99.025017,99.085320,5514688000.000000,0.016596,1.174501,0.330414
95.977715,11.208914,19.831572,4595894272.000000,0.016163,1.608311,0.520493
4.385650,52.418533,10.788801,6548412416.000000,0.017424,1.332335,0.406900
69.727089,33.863537,20.931429,6442201600.000000,0.017178,1.284094,0.398489
42.434673,1.193169,61.444744,6740810240.000000,0.015711,1.284203,0.381659
32.029354,96.791077,43.629383,5713788416.000000,0.016489,1.285315,0.366314
22.310066,77.166885,66.035645,3966334464.000000,0.013685,1.000948,0.260073
55.356884,57.662743,65.358047,9349144576.000000,0.019066,1.523895,0.489056
28.403147,21.989086,52.744095,10208649216.000000,0.020973,1.391954,0.453106
88.253181,5.370267,54.322639,6139989504.000000,0.016637,1.167313,0.362591
18.508533,43.743732,92.668167,7206152192.000000,0.016774,2.308525,0.739367
49.495651,43.465038,42.088970,7571489280.000000,0.013159,1.109406,0.299940
42.748692,41.306770,73.641212,5407982080.000000,0.016993,1.385231,0.448978
71.300934,58.659576,32.443741,6703944704.000000,0.017620,1.700539,0.558371
94.687233,12.443493,55.131901,6858764288.000000,0.017276,1.548977,0.500616
64.547867,27.410688,8.666388,8202471936.000000,0.015094,1.670212,0.534925
81.390068,2.329300,69.438377,7089541120.000000,0.018602,1.438232,0.449905
10.528458,50.122105,41.746506,7797635584.000000,0.016827,0.956314,0.239292
37.610828,20.895525,63.547264,5390564864.000000,0.018152,1.433414,0.458185
76.484344,0.992042,87.488617,6488412672.000000,0.018393,1.691957,0.562788
26.548908,69.651695,82.083694,4514718208.000000,0.016607,1.156618,0.367472
99.794525,38.757320,59.554012,11881373696.000000,0.022492,1.400770,0.450909
78.145393,71.434296,67.320786,8364841984.000000,0.018486,1.252443,0.375690
2.458564,48.988605,52.374340,2363706112.000000,0.014255,1.017536,0.311638
65.378830,64.776283,65.930336,10267848704.000000,0.020468,1.348213,0.427557
34.968849,74.387138,15.716784,5933162496.000000,0.018449,1.646990,0.526833
71.205971,37.941006,56.605415,9127914496.000000,0.019902,1.365076,0.445637
49.283176,97.873024,34.900215,5532416512.000000,0.016844,1.202988,0.361277
38.548340,92.304291,35.907330,9204706304.000000,0.018495,1.313038,0.404165
75.183601,32.642288,64.083878,6742628864.000000,0.014155,1.521832,0.474894
2.075789,45.235756,6.864109,6192515584.000000,0.014730,1.101248,0.307659
46.465942,41.864788,33.471336,9184203776.000000,0.018126,1.245316,0.376421
0.117373,72.880707,72.228470,9713204224.000000,0.019627,1.687590,0.559935
84.967522,14.756019,85.989677,5414891008.000000,0.016331,1.246395,0.390192
88.574249,17.293732,28.196367,3163024128.000000,0.016110,1.357140,0.437082
20.037926,63.132965,18.007620,13848920064.000000,0.018099,1.265915,0.397343
62.086147,57.176037,41.761688,7358353920.000000,0.017383,1.594128,0.510990
46.830532,73.878059,69.706680,5467614720.000000,0.015090,1.280228,0.389194
9.600691,77.476639,93.781021,4901201408.000000,0.013970,0.982166,0.226223
61.509518,57.843719,6.514764,3638290432.000000,0.015335,1.607714,0.535891
57.469364,87.908447,74.462181,11373598720.000000,0.018643,1.427958,0.453144
45.149746,68.064499,32.760921,6815677440.000000,0.018825,1.294933,0.379513
99.838173,59.148411,90.831390,15638202368.000000,0.022730,1.341171,0.421358
99.610519,66.736443,62.572113,10316975104.000000,0.021563,1.540812,0.498573
93.533913,68.849236,22.262623,11838816256.000000,0.017765,1.347786,0.413420
19.726458,49.470520,34.982380,5681438208.000000,0.015767,1.093119,0.293249
23.157864,89.230301,51.547054,10120479744.000000,0.018731,1.224590,0.366501
95.485672,30.936108,51.155975,8181106688.000000,0.017478,1.343819,0.401571
64.365608,12.449096,87.023865,8715667456.000000,0.018213,2.271336,0.728872
23.640680,62.908741,22.282368,6653125632.000000,0.016224,1.144030,0.327696
78.215195,28.113783,69.001373,9708483584.000000,0.018267,1.354490,0.399809
35.323044,85.248985,20.847620,12651018240.000000,0.017857,1.146170,0.332325
64.853783,74.902328,59.854183,9029190656.000000,0.018860,1.285151,0.383499
5.029844,95.457535,21.370920,9652595712.000000,0.020499,1.191875,0.370110
13.840201,29.164684,59.727547,43079385088.000000,0.023294,1.245256,0.382229
94.274490,58.055428,38.987488,10169341952.000000,0.017842,1.292744,0.399261
66.207893,21.163126,93.237511,13998402560.000000,0.021031,1.289438,0.410845
21.774761,45.353756,19.752394,8985670656.000000,0.019426,1.538368,0.500555
0.194796,79.209885,55.100578,11204835328.000000,0.016675,2.324484,0.746538
72.513779,34.885010,18.438139,8325215744.000000,0.016219,1.207359,0.359644
38.999722,72.012695,34.525173,10977715200.000000,0.018558,1.471550,0.474514
7.112494,56.333740,59.592682,15687407616.000000,0.020990,1.623302,0.526762
73.450241,24.260296,20.331949,12548799488.000000,0.022199,1.323633,0.425543
44.177628,70.148483,89.004990,11382565888.000000,0.018871,1.311831,0.394781
44.240414,43.474609,33.838558,3209054720.000000,0.010113,0.983521,0.225315
36.397362,13.844232,63.375168,4417818112.000000,0.014069,1.013666,0.244141
81.915070,70.460197,42.991001,8996517888.000000,0.015308,1.076054,0.301304
55.540897,11.710364,87.557549,7533247488.000000,0.015431,1.097260,0.299397
23.568928,89.824211,14.807300,8711305216.000000,0.015090,1.219727,0.345308
9.839143,12.013657,4.781152,5865530368.000000,0.017843,1.503036,0.466408
69.541931,11.135327,62.510307,2303208960.000000,0.012767,1.088053,0.299736
82.678482,55.463200,73.781700,7948319232.000000,0.014973,1.029490,0.261225
36.315842,83.361084,6.812627,5933135360.000000,0.013954,0.822145,0.186468
81.136681,25.914558,66.359337,10928665600.000000,0.018686,1.557400,0.520632
98.554390,26.896738,17.283648,9411898368.000000,0.016145,2.008329,0.670706
12.207343,63.358059,35.874737,8620869632.000000,0.017635,1.206892,0.364986
73.893181,41.467930,57.447617,11279170560.000000,0.020861,1.656012,0.568850
48.400032,87.792549,29.822372,6794286592.000000,0.017954,1.221045,0.352283
82.422256,5.252157,68.452736,10886265856.000000,0.018855,1.358452,0.429924
74.739037,15.244683,12.854586,10272910336.000000,0.008782,2.202042,0.710484
14.486739,9.413083,73.778198,5506338304.000000,0.014366,1.332228,0.398062
73.928795,98.218094,75.553703,8189743104.000000,0.015391,1.585587,0.502151
70.477478,43.390930,0.161179,11319956480.000000,0.021108,1.552759,0.521868
22.220419,50.305939,98.670021,4283754240.000000,0.015001,1.093399,0.320234
46.302567,33.415668,83.462723,10178018304.000000,0.019895,1.406157,0.461084
2.794308,25.394121,95.659180,8512433152.000000,0.014613,1.227045,0.366915
26.223375,46.071171,71.558624,9810468864.000000,0.019452,1.489300,0.480339
95.064278,14.731312,18.102398,7309801984.000000,0.020428,1.383295,0.452091
65.849525,24.086958,33.187119,8741326848.000000,0.018034,1.623573,0.519085
9.176908,21.469540,80.159157,8557591040.000000,0.015886,1.233658,0.370554
68.296524,80.559013,81.845062,11999497216.000000,0.021177,1.700563,0.563709
84.476326,32.938812,66.740860,15572081664.000000,0.020233,1.305058,0.406195
2.359787,17.767155,0.195525,9965492224.000000,0.017551,2.150717,0.694880
91.010757,40.065624,52.123337,4425105920.000000,0.018411,1.335371,0.432030
89.750687,89.107224,15.630284,9321509888.000000,0.018836,1.433407,0.460146
81.451851,58.348690,19.055590,8426835968.000000,0.017262,1.439594,0.460928
4.781324,88.543251,65.120941,11871718400.000000,0.020671,1.423367,0.458000
59.424206,31.697868,2.688244,3911756032.000000,0.015446,1.490534,0.484804
92.876663,66.220711,41.586937,11168397312.000000,0.014721,2.301813,0.740547
11.161111,65.546562,59.083172,10895689728.000000,0.018477,1.286489,0.387512
48.400032,66.793175,55.893055,13513652224.000000,0.021056,1.411337,0.450966
41.923336,36.868141,6.937576,11985560576.000000,0.018006,1.379734,0.439445
79.775848,88.513283,27.885212,14958302208.000000,0.018207,1.401888,0.409533
17.556038,88.406097,69.521233,14248915968.000000,0.020896,1.496712,0.478518
40.891438,1.268028,1.535717,14511471616.000000,0.020248,1.277006,0.396456
30.344873,21.515108,60.163624,11109196800.000000,0.018776,1.367075,0.430429
59.407070,34.906662,94.803757,17688438784.000000,0.022285,1.940155,0.656099
1.054206,82.151245,67.735497,12326301696.000000,0.018604,1.518665,0.489931
98.789246,0.412495,41.607430,6437949440.000000,0.013271,1.184824,0.326004
83.921738,68.979065,53.814903,7858570752.000000,0.017437,1.595585,0.517120
50.848518,78.664207,9.792177,7053016576.000000,0.015512,1.921900,0.623365
43.847755,69.042564,57.567612,10980920320.000000,0.019401,1.832342,0.617434
98.233566,58.473270,42.069382,11408022528.000000,0.018287,1.530712,0.486271
83.703247,68.832626,46.809818,13657413632.000000,0.021975,1.288548,0.404886
81.436729,7.508277,70.611626,16560804864.000000,0.021724,1.849894,0.613716
28.423311,60.029785,6.573698,17530509312.000000,0.022021,1.574663,0.529840
19.303526,92.806099,96.293495,9871869952.000000,0.018217,1.247644,0.384699
40.323872,14.935047,7.116455,16206238720.000000,0.016833,0.916807,0.219347
40.975773,19.520739,3.086326,20420493312.000000,0.021122,1.517082,0.494225
13.837007,3.138831,60.041969,17941975040.000000,0.017227,2.109785,0.696798
14.059376,41.460209,32.219425,16063612928.000000,0.021396,1.469055,0.481606
70.590622,27.451126,47.982910,7028567040.000000,0.017902,1.176340,0.361065
15.206624,34.018227,44.832893,14596345856.000000,0.021897,1.269169,0.405916
0.651130,56.622971,44.839085,17629642752.000000,0.021007,1.483974,0.481924
43.828499,42.856354,33.367531,12738291712.000000,0.018506,1.306530,0.403162
71.477837,64.864571,25.105072,16786599936.000000,0.023858,1.422146,0.457296
70.251656,22.203012,90.033493,7168855552.000000,0.017019,1.223896,0.363436
86.841515,78.367073,1.194705,10643453952.000000,0.013767,2.042301,0.670298
67.001137,35.190147,50.838890,15797117952.000000,0.017917,1.926279,0.644337
48.889900,31.444849,12.201398,16063780864.000000,0.022373,1.256069,0.395607
58.566429,21.592205,1.860882,10252298240.000000,0.019506,1.352701,0.425245
49.426949,66.235886,56.129169,14316454912.000000,0.018469,1.331438,0.407278
23.662689,95.337021,98.896423,13670336512.000000,0.021386,1.471697,0.477964
97.873344,31.937004,38.658550,13913679872.000000,0.018846,1.572186,0.519117
49.635323,48.250908,3.472543,5738337280.000000,0.018052,1.259338,0.401573
80.549042,87.520218,84.758583,10555366400.000000,0.018845,1.319662,0.417782
0.414659,61.346416,54.830284,12401370112.000000,0.018925,1.422173,0.449522
44.105927,98.450134,28.839193,15190981632.000000,0.020275,1.568281,0.506922
91.983200,85.567352,30.188108,9730322432.000000,0.018089,1.279402,0.373507
14.465917,13.843863,49.359825,14154480640.000000,0.019032,1.308168,0.407183
67.748581,22.957733,91.202187,16719892480.000000,0.020463,1.594908,0.523705
21.529331,26.486074,49.500359,16038002688.000000,0.021447,1.617565,0.544855
75.010551,69.595444,0.874834,12030536704.000000,0.021464,1.974461,0.610855
72.449707,61.697563,87.819801,8343822336.000000,0.014474,1.261024,0.369564
32.762287,99.677025,95.312851,2900593920.000000,0.013335,1.064882,0.273848
58.340523,19.993206,27.001478,12893650944.000000,0.018505,1.318913,0.406466
53.724949,77.641495,94.407600,13476631552.000000,0.019641,1.471996,0.477455
9.993368,85.052895,8.625020,9865651200.000000,0.018105,1.682835,0.566378
67.820465,9.680657,24.422548,9500695552.000000,0.016855,1.621874,0.541027
65.263680,42.502296,28.562727,12981671936.000000,0.018892,1.265295,0.384054
92.893944,61.539612,76.094070,10103570432.000000,0.016421,1.335064,0.415199
28.449677,72.761841,75.878693,11234684928.000000,0.019892,1.308840,0.399347
81.690025,42.298279,86.516731,9246355456.000000,0.016628,1.393778,0.440775
26.346533,67.025017,84.438873,9862415360.000000,0.016914,1.614534,0.495070
56.609043,70.956306,62.129486,13139233792.000000,0.018993,1.329924,0.412289
35.352615,29.730074,9.594929,9497224192.000000,0.017905,1.320299,0.402826
99.564575,36.509701,59.015640,13385492480.000000,0.018132,2.400511,0.772154
88.083748,65.075844,69.757904,14642452480.000000,0.020284,1.584522,0.516027
78.608109,34.024593,63.077728,14140864512.000000,0.020729,1.345722,0.431051
53.635216,57.554848,84.468895,10976089088.000000,0.016392,1.369589,0.401932
10.482276,27.213799,46.124470,17634215936.000000,0.018736,1.192011,0.354267
84.460190,31.808298,59.062038,7703872512.000000,0.015994,1.423378,0.407028
47.898212,35.769196,15.799026,12832803840.000000,0.018104,1.156893,0.341106
40.747696,71.398392,34.373344,12878203904.000000,0.017952,1.195221,0.357176
50.669357,48.519684,2.562762,16818752512.000000,0.021514,1.560616,0.522127
9.507917,18.012375,27.699324,14645673984.000000,0.019923,2.239496,0.708340
32.868721,76.926933,5.460472,13660948480.000000,0.017404,1.282236,0.386927
68.053696,10.954889,26.563835,13439667200.000000,0.018527,2.346630,0.752365
