#field_value,log_field_value,mass,RA,DEC,Z
13.014,2.566,1,178.44,15.185,0
13.832,2.627,1,179.03,15.137,0
5.8021,1.7582,1,179.62,15.218,0
6.1714,1.8199,1,179.66,15.226,0
5.3873,1.684,1,203.08,14.183,0
13.564,2.6074,1,202.95,14.132,0
11.951,2.4808,1,202.95,14.276,0
2.0588,0.72213,1,204.57,14.092,0
3.6868,1.3048,1,173.48,26.364,0
3.5771,1.2746,1,195.43,29.927,0
25.559,3.241,1,183.37,34.598,0
10.466,2.3481,1,183.84,34.64,0
1.8669,0.62429,1,166.68,31.741,0
22.787,3.1262,1,183.8,34.612,0
50.296,3.9179,1,175.56,26.445,0
6.1255,1.8125,1,196.53,30.209,0
29.214,3.3746,1,181.51,33.021,0
2.2266,0.80046,1,201.6,29.175,0
1.9399,0.66265,1,176.45,29.253,0
11.934,2.4794,1,198.79,29.636,0
40.299,3.6963,1,198.91,29.658,0
10.639,2.3645,1,204.85,28.92,0
1.904,0.64393,1,190.08,34.703,0
21.17,3.0526,1,191.56,30.635,0
65.912,4.1883,1,191.61,30.516,0
31.985,3.4653,1,191.89,30.62,0
101.83,4.6233,1,191.92,30.61,0
64.351,4.1643,1,191.1,34.805,0
6.4,1.8563,1,200.67,29.342,0
27.336,3.3082,1,175.91,32.626,0
5.0187,1.6132,1,175.68,32.708,0
12.378,2.5159,1,173.31,34.265,0
101.6,4.621,1,173.37,34.316,0
361.24,5.8895,1,173.34,34.294,0
31.235,3.4415,1,173.41,34.402,0
8.1831,2.1021,1,173.38,34.109,0
7.1942,1.9733,1,173.64,34.428,0
49.352,3.899,1,165.58,18.529,0
44.894,3.8043,1,173.55,34.312,0
22.138,3.0973,1,173.76,34.348,0
3.2633,1.1827,1,173.96,34.282,0
1.8452,0.61258,1,174.72,34.144,0
4.3648,1.4736,1,180.08,34.548,0
6.9352,1.9366,1,166.46,31.766,0
5.0971,1.6287,1,167.42,18.719,0
1.8334,0.60617,1,203.85,31.571,0
34.217,3.5327,1,176.69,19.018,0
46.762,3.8451,1,178.01,25.751,0
2.392,0.87213,1,170.12,28.723,0
8.507,2.1409,1,169.88,28.641,0
12.161,2.4983,1,170.83,26.114,0
15.151,2.7181,1,170.76,26.113,0
45.909,3.8267,1,179.05,25.798,0
4.9653,1.6025,1,190.72,34.71,0
11.466,2.4394,1,186.23,26.816,0
4.341,1.4681,1,190.2,30.686,0
9.7155,2.2737,1,190.89,34.848,0
41.929,3.736,1,190.94,34.81,0
9.5785,2.2595,1,191.16,34.645,0
18.475,2.9164,1,201.31,29.414,0
4.1702,1.428,1,174.56,31.64,0
3.1963,1.162,1,198.08,34.034,0
138.59,4.9315,1,204.02,33.283,0
188.91,5.2413,1,204.12,33.274,0
6.6398,1.8931,1,203.16,25.441,0
5.9879,1.7897,1,169.91,31.034,0
625.47,6.4385,1,170.01,30.581,0
12.912,2.5582,1,169.7,30.609,0
296.88,5.6933,1,168.79,31.034,0
1.77,0.57097,1,165.11,29.887,0
3.0118,1.1025,1,189.11,34.568,0
7.6868,2.0395,1,199.52,33.855,0
51.812,3.9476,1,168.67,30.916,0
39.172,3.668,1,168.73,30.896,0
1.2461,0.22,1,166.54,30.246,0
132.6,4.8873,1,168.79,31.002,0
4.756,1.5594,1,197.97,34.034,0
4.1876,1.4321,1,199.02,33.922,0
32.714,3.4878,1,199.07,33.9,0
21.625,3.0738,1,199.41,33.854,0
8.403,2.1286,1,200.02,33.65,0
4.4387,1.4904,1,200.85,33.724,0
4.2803,1.454,1,181.46,15.913,0
6.112,1.8103,1,201.68,33.452,0
8.2921,2.1153,1,202.03,33.533,0
1.8014,0.58857,1,182.69,15.865,0
10.358,2.3378,1,183.11,15.902,0
4.0013,1.3866,1,183.41,15.971,0
0.41078,-0.88971,1,171.7,31.263,0
21.231,3.0555,1,169.99,30.577,0
22.212,3.1006,1,168.81,30.465,0
10.286,2.3308,1,170.09,30.626,0
3.6513,1.2951,1,201.95,25.45,0
1.0758,0.073029,1,201.92,25.451,0
7.1214,1.9631,1,204.31,25.185,0
6.3829,1.8536,1,192.17,34.478,0
10.291,2.3313,1,192.51,34.486,0
5.6485,1.7314,1,192.94,34.344,0
9.2157,2.2209,1,167.95,22.541,0
259.71,5.5596,1,171.41,22.831,0
8.7078,2.1642,1,168.9,30.423,0
37.28,3.6185,1,186.51,25.795,0
5.8201,1.7613,1,187.46,25.632,0
8.501,2.1402,1,204.61,24.464,0
5.707,1.7417,1,204.41,24.102,0
13.919,2.6333,1,204.56,23.969,0
11.88,2.4749,1,166.72,22.422,0
11.128,2.4095,1,168.81,30.951,0
33.683,3.517,1,167.38,22.428,0
86.196,4.4566,1,167.47,22.45,0
13.357,2.5921,1,169.02,22.621,0
6.6268,1.8911,1,168.94,22.657,0
8.5016,2.1403,1,169.61,22.724,0
24.979,3.218,1,171.19,22.872,0
7.402,2.0017,1,171.16,22.875,0
942.71,6.8488,1,171.39,22.819,0
4.6821,1.5437,1,171.5,22.868,0
74.028,4.3045,1,172.11,22.873,0
22.593,3.1176,1,172.18,23.01,0
294.29,5.6846,1,172.19,22.929,0
11.085,2.4056,1,172.1,22.906,0
31.588,3.4528,1,172.25,22.96,0
432.6,6.0698,1,172.25,22.986,0
326.65,5.7889,1,172.21,22.903,0
87.968,4.477,1,166.17,30.032,0
2.7474,1.0106,1,166.09,30.173,0
40.484,3.7009,1,172.84,22.901,0
51.95,3.9503,1,166.25,30.107,0
5.0475,1.6189,1,172.79,23.057,0
4.653,1.5375,1,174.34,25.85,0
5.432,1.6923,1,174.81,25.787,0
160.7,5.0795,1,175.04,25.326,0
13.798,2.6245,1,175.06,25.324,0
9.445,2.2455,1,175.04,25.31,0
11.721,2.4614,1,175.08,25.392,0
7.2664,1.9833,1,175.23,25.781,0
528.78,6.2706,1,175.4,25.887,0
135.58,4.9095,1,175.38,25.854,0
13.543,2.6059,1,174.18,22.992,0
16.26,2.7887,1,174.62,23.099,0
21.066,3.0477,1,178.19,25.655,0
3.276,1.1866,1,177.74,26.005,0
31.989,3.4654,1,178.13,23.196,0
9.6696,2.269,1,177.74,23.309,0
32.432,3.4791,1,177.9,23.342,0
7.0273,1.9498,1,178.99,23.245,0
4.1699,1.4279,1,178.33,25.99,0
31.268,3.4426,1,178.3,25.566,0
18.952,2.9419,1,178.68,25.614,0
17.225,2.8464,1,178.53,25.567,0
13.222,2.5819,1,178.67,25.944,0
16.35,2.7942,1,178.42,25.581,0
3.0853,1.1267,1,179.72,23.319,0
7.224,1.9774,1,181,23.461,0
14.395,2.6668,1,169.5,30.541,0
6.3685,1.8514,1,168.52,30.841,0
2.9932,1.0963,1,180.24,25.582,0
77.036,4.3443,1,181.76,25.729,0
72.131,4.2785,1,181.96,25.747,0
346.76,5.8486,1,182.04,25.718,0
15.053,2.7116,1,182.05,25.757,0
38.167,3.642,1,181.9,25.772,0
13.183,2.5789,1,184.23,25.775,0
28.916,3.3644,1,184.8,25.715,0
19.344,2.9624,1,184.52,25.711,0
2.5371,0.93101,1,191.74,25.622,0
9.7406,2.2763,1,192.4,25.464,0
1.8061,0.5912,1,195.66,25.384,0
9.2574,2.2254,1,203.35,33.213,0
46.357,3.8364,1,203.97,33.223,0
36.92,3.6087,1,196.44,25.385,0
12.509,2.5264,1,196.61,25.238,0
6.6138,1.8892,1,199,25.056,0
7.0836,1.9578,1,165.19,22.288,0
1.6861,0.52244,1,199.83,24.984,0
3.5324,1.262,1,203.61,24.507,0
26.117,3.2626,1,204.1,33.216,0
24.736,3.2083,1,204.6,23.972,0
25.356,3.233,1,181.46,15.912,0
14.806,2.695,1,194.38,13.472,0
7.9718,2.0759,1,201.34,13.136,0
15.229,2.7232,1,202.13,13.108,0
7.78,2.0516,1,202.65,13.064,0
4.8816,1.5855,1,177.66,14.453,0
4.5055,1.5053,1,178.41,16.012,0
2.664,0.97985,1,180.94,16.194,0
2.2249,0.79971,1,182.16,16.143,0
10.593,2.3602,1,183.42,16.125,0
3.8623,1.3513,1,186.35,16.124,0
7.9361,2.0714,1,186.25,16.071,0
360.8,5.8883,1,186.31,16.12,0
56.136,4.0278,1,186.3,16.093,0
5.51,1.7066,1,196.82,13.647,0
32.547,3.4827,1,198.45,13.679,0
18.601,2.9232,1,201.13,13.479,0
25.633,3.2439,1,201.22,13.581,0
6.9537,1.9393,1,203.89,13.275,0
13.977,2.6374,1,203.51,13.32,0
6.7923,1.9158,1,203.32,13.309,0
62.897,4.1415,1,202.5,13.413,0
18.925,2.9405,1,202.43,13.304,0
27.986,3.3317,1,202.52,13.421,0
28.853,3.3622,1,197.29,28.893,0
29.569,3.3867,1,196.92,28.829,0
49.306,3.8981,1,197.06,29.023,0
111.53,4.7143,1,196.12,28.988,0
38.117,3.6407,1,196.16,28.973,0
36.148,3.5876,1,196.39,29.012,0
28.03,3.3333,1,196.44,28.871,0
50.732,3.9266,1,196.57,29.063,0
114.13,4.7374,1,196.24,29.092,0
18.456,2.9154,1,195.66,29.076,0
154.93,5.0429,1,196.07,29.03,0
122.79,4.8105,1,195.45,29.077,0
124.73,4.8262,1,195.51,29.15,0
63.916,4.1576,1,195.39,29.131,0
55.681,4.0196,1,195.2,29.067,0
98.443,4.5895,1,195.16,29.019,0
18.834,2.9357,1,204.96,28.044,0
24.809,3.2112,1,200.92,31.646,0
70.446,4.2548,1,202.53,31.388,0
15.305,2.7282,1,202.46,31.421,0
20.507,3.0208,1,202.63,31.358,0
8.4984,2.1399,1,203.42,31.234,0
23.579,3.1603,1,201.14,31.672,0
8.1618,2.0995,1,171.92,27.476,0
81.733,4.4035,1,172.16,27.397,0
113.77,4.7342,1,172.1,27.447,0
5.8533,1.767,1,177,27.83,0
34.456,3.5397,1,177.84,27.752,0
50.08,3.9136,1,179.35,27.878,0
22.523,3.1145,1,179.66,27.969,0
27.653,3.3197,1,181.2,27.966,0
50.087,3.9138,1,181.35,28.021,0
285.02,5.6526,1,181.56,28.081,0
75.763,4.3276,1,181.54,28.043,0
114.77,4.743,1,181.42,27.904,0
144.2,4.9712,1,181.62,27.95,0
706.86,6.5608,1,181.7,27.91,0
48.627,3.8842,1,179.77,27.978,0
88.056,4.478,1,181.59,27.964,0
103.06,4.6353,1,181.7,27.909,0
137.98,4.9271,1,181.86,27.949,0
33.546,3.5129,1,182.33,27.926,0
24.68,3.206,1,185.73,27.999,0
11,2.3979,1,186.12,27.23,0
199.75,5.2971,1,189.09,27.033,0
95.403,4.5581,1,189.02,27.078,0
47.319,3.8569,1,189.18,27.076,0
43.149,3.7646,1,189.17,27.148,0
54.744,4.0027,1,188.92,27.205,0
9.8781,2.2903,1,187.94,27.15,0
7.7097,2.0425,1,188.34,27.111,0
25.203,3.2269,1,190.15,27.079,0
362.56,5.8932,1,189.1,27.032,0
44.303,3.7911,1,193.05,26.875,0
29.065,3.3696,1,192.94,27.018,0
29.405,3.3812,1,192.56,27.06,0
52.259,3.9562,1,192.26,26.893,0
12.65,2.5376,1,191.6,27.112,0
36.39,3.5943,1,190.69,27.118,0
56.36,4.0318,1,194.21,26.899,0
225.82,5.4198,1,194.12,26.957,0
32.451,3.4797,1,193.9,26.912,0
66.299,4.1942,1,194.01,26.921,0
59.962,4.0937,1,193.35,27.033,0
148.34,4.9995,1,193.52,27.019,0
85.891,4.4531,1,194.43,26.852,0
66.096,4.1911,1,194.53,26.787,0
446.23,6.1008,1,194.51,26.916,0
71.963,4.2762,1,194.67,26.76,0
59.027,4.078,1,194.58,26.921,0
5.813,1.7601,1,186.48,16.209,0
39.246,3.6699,1,193.65,26.935,0
6.8941,1.9307,1,203.08,28.317,0
172.66,5.1513,1,197.45,28.907,0
29.523,3.3852,1,197.38,28.986,0
36.327,3.5925,1,197.5,28.815,0
24.544,3.2005,1,197.6,28.968,0
339.1,5.8263,1,197.47,28.9,0
71.04,4.2632,1,201.08,31.588,0
25.513,3.2392,1,201.14,31.546,0
45.9,3.8265,1,202.46,31.302,0
66.065,4.1906,1,202.54,31.28,0
844.26,6.7385,1,202.57,31.333,0
263.36,5.5735,1,172.01,27.386,0
23.025,3.1366,1,171.98,27.347,0
18.881,2.9382,1,181.92,27.974,0
11.003,2.3981,1,171.71,24.081,0
44.736,3.8008,1,172.55,24.17,0
1.636,0.49226,1,174.59,15.96,0
16.711,2.8161,1,179.38,25.255,0
62.796,4.1399,1,179.41,25.241,0
212.47,5.3588,1,179.33,25.19,0
686.47,6.5316,1,172.03,27.386,0
63.401,4.1495,1,172.11,27.397,0
8.1156,2.0938,1,172.24,27.375,0
42.746,3.7553,1,185.17,28.122,0
16.535,2.8055,1,181.2,14.496,0
2.9957,1.0972,1,189.28,14.407,0
8.3082,2.1172,1,192.45,32.081,0
26.642,3.2825,1,191.19,34.979,0
8.1902,2.1029,1,193.25,32.137,0
20.789,3.0344,1,193.26,32.107,0
3.9427,1.3719,1,194.54,32.017,0
12.043,2.4885,1,183.02,32.735,0
54.705,4.002,1,176.15,32.565,0
49.187,3.8956,1,190.44,35.063,0
48.037,3.872,1,168.66,31.129,0
2.5638,0.94147,1,180.86,14.47,0
11.898,2.4763,1,183.93,14.41,0
21.906,3.0868,1,183.58,14.396,0
40.154,3.6927,1,184.12,14.497,0
2.4618,0.90088,1,184.16,14.528,0
12.569,2.5312,1,183.44,14.376,0
4.1314,1.4186,1,187.29,14.524,0
7.5317,2.0191,1,197,14.232,0
7.1304,1.9644,1,196.98,14.173,0
3.5937,1.2792,1,199.65,14.047,0
4.1356,1.4196,1,199.42,13.94,0
6.7437,1.9086,1,191.58,32.188,0
4.2892,1.4561,1,191.61,32.182,0
167.16,5.119,1,168.74,31.133,0
7.0699,1.9558,1,168.8,31.08,0
5.9171,1.7778,1,194.94,32.045,0
1.343,0.29494,1,184.61,35.183,0
1.7848,0.57931,1,185.59,35.155,0
5.683,1.7375,1,182.3,32.232,0
6.5917,1.8858,1,181.82,32.076,0
102.47,4.6296,1,181.89,32.835,0
6.7991,1.9168,1,174.86,31.854,0
14.189,2.6525,1,182.03,32.827,0
34.751,3.5482,1,181.89,32.813,0
12.528,2.528,1,174.12,34.624,0
22.698,3.1223,1,179.96,34.906,0
5.2277,1.654,1,179.87,34.893,0
11.658,2.456,1,198.45,31.746,0
70.726,4.2588,1,199.14,31.546,0
22.084,3.0948,1,198.97,31.652,0
18.165,2.8995,1,199.21,31.58,0
126.35,4.839,1,199.21,31.631,0
6.1633,1.8186,1,199,31.531,0
2.4381,0.8912,1,183.5,35.02,0
39.097,3.666,1,202.45,31.13,0
36.33,3.5926,1,202.61,31.621,0
6.2927,1.8394,1,202.7,31.517,0
5.0864,1.6266,1,188.25,32.868,0
2.4653,0.90231,1,170.27,31.252,0
5.6405,1.73,1,166.13,30.765,0
9.3439,2.2347,1,192.58,32.547,0
1.9384,0.66185,1,185.09,32.848,0
75.881,4.3292,1,182.87,32.724,0
98.362,4.5887,1,176.13,32.568,0
8.3497,2.1222,1,199.89,16.645,0
44.677,3.7995,1,198.48,16.728,0
4.6772,1.5427,1,176.12,31.922,0
19.625,2.9768,1,203.29,17.975,0
15.092,2.7141,1,203.58,17.848,0
17.361,2.8543,1,203.5,17.928,0
4.044,1.3972,1,196.79,18.461,0
2.8435,1.0451,1,169.57,31.335,0
8.9848,2.1955,1,168.61,34.068,0
15.781,2.7588,1,168.74,33.993,0
194.9,5.2725,1,203.51,17.846,0
116.04,4.754,1,203.48,17.903,0
34.315,3.5356,1,168.73,34.106,0
1.9496,0.66763,1,203.77,31.012,0
5.036,1.6166,1,202.98,31.033,0
8.8461,2.18,1,201.83,31.788,0
12.381,2.5161,1,201.77,31.373,0
42.927,3.7595,1,202.14,31.131,0
15.909,2.7669,1,202.07,31.214,0
9.6248,2.2643,1,202.13,31.216,0
4.2625,1.4499,1,203.56,31.425,0
98.221,4.5872,1,203.73,31.393,0
17.349,2.8536,1,201.66,31.667,0
15.086,2.7138,1,189.54,14.353,0
103.39,4.6385,1,201.06,31.461,0
12.194,2.5009,1,201.03,31.762,0
84.199,4.4332,1,200.13,32.004,0
4.0348,1.395,1,181.79,25.954,0
23.812,3.1702,1,199.94,31.873,0
12.217,2.5028,1,189.64,14.352,0
64.435,4.1657,1,200.01,31.909,0
0.65928,-0.41661,1,191.28,14.32,0
22.172,3.0988,1,196.56,25.461,0
34.95,3.5539,1,196.49,25.466,0
2.4217,0.88445,1,196.88,25.505,0
82.813,4.4166,1,196.65,25.43,0
29.807,3.3947,1,204.68,24.687,0
0.82122,-0.19696,1,192.28,17.026,0
139.46,4.9378,1,199.22,31.599,0
19.342,2.9623,1,200.09,31.519,0
12.416,2.519,1,199.95,31.461,0
20.505,3.0206,1,200.31,31.93,0
21.464,3.0664,1,182.84,26.032,0
12.112,2.4942,1,186.62,25.889,0
83.781,4.4282,1,186.59,25.886,0
3.9307,1.3688,1,204.35,24.62,0
15.675,2.752,1,198.36,16.813,0
14.539,2.6768,1,198.42,16.658,0
12.263,2.5066,1,176.65,32.52,0
179.88,5.1923,1,203.2,17.997,0
23.267,3.147,1,190.43,35.06,0
15.188,2.7205,1,177.67,32.697,0
4.2585,1.4489,1,177.16,32.641,0
3.3741,1.2161,1,174.15,34.629,0
2.4986,0.91575,1,170.43,34.307,0
6.4632,1.8661,1,198.19,31.809,0
53.653,3.9825,1,200.29,31.946,0
23.894,3.1736,1,200.12,31.955,0
25.224,3.2278,1,200.33,31.552,0
72.387,4.282,1,200.42,31.351,0
59.339,4.0833,1,200.33,31.388,0
10.517,2.353,1,200.7,31.324,0
19.674,2.9793,1,200.62,31.837,0
21.485,3.0674,1,200.71,31.826,0
39.832,3.6847,1,184.94,12.112,0
2.0073,0.69677,1,203.04,28.389,0
41.96,3.7367,1,197.49,28.558,0
61.724,4.1227,1,197.3,28.468,0
116.9,4.7614,1,197.36,28.416,0
70.212,4.2515,1,197.27,28.491,0
110.02,4.7007,1,197.47,28.382,0
11.818,2.4696,1,197.7,28.995,0
71.076,4.2637,1,197.23,29.041,0
40.299,3.6963,1,197.21,29.17,0
29.97,3.4002,1,197.09,29.228,0
66.441,4.1963,1,195.45,28.66,0
39.448,3.675,1,194.08,29.3,0
66.035,4.1902,1,196.56,29.141,0
63.659,4.1535,1,196.5,29.279,0
61.467,4.1185,1,196.36,29.296,0
8.447,2.1338,1,196.42,35.246,0
6.8035,1.9174,1,196.16,35.245,0
5.3767,1.6821,1,195.27,35.409,0
4.377,1.4764,1,195.41,35.273,0
55.359,4.0138,1,166.37,37.745,0
50.042,3.9129,1,166.05,37.734,0
5.3232,1.6721,1,204.71,34.35,0
26.141,3.2635,1,204.15,34.477,0
38.27,3.6447,1,203.81,34.434,0
29.456,3.3829,1,203.88,34.232,0
35.93,3.5816,1,203.96,34.576,0
188.8,5.2407,1,203.7,34.579,0
27.684,3.3208,1,203.71,34.473,0
58.956,4.0768,1,203.78,34.296,0
93.181,4.5345,1,203.77,34.475,0
61.046,4.1116,1,203.72,34.202,0
113.71,4.7337,1,203.65,34.612,0
21.644,3.0748,1,202.99,34.547,0
190.09,5.2475,1,203.38,34.42,0
23.485,3.1564,1,203.39,34.4,0
39.879,3.6859,1,203.5,34.545,0
45.362,3.8147,1,203.32,34.537,0
20.044,2.9979,1,203.26,34.55,0
20.646,3.0275,1,202.77,34.436,0
29.582,3.3872,1,202.7,34.64,0
40.564,3.7029,1,202.77,34.685,0
30.818,3.4281,1,202.96,34.553,0
40.001,3.6889,1,202.4,34.602,0
12.189,2.5005,1,202.4,34.577,0
1.2822,0.24861,1,201.47,34.791,0
5.2815,1.6642,1,202.22,34.742,0
2.4221,0.88464,1,177.34,12.056,0
9.8711,2.2896,1,177,12.114,0
1.367,0.3126,1,179.18,12.108,0
8.746,2.1686,1,178.29,28.033,0
4.5209,1.5087,1,181.03,12.068,0
19.669,2.979,1,178.72,28.062,0
15.934,2.7685,1,182.38,12.174,0
28.944,3.3654,1,182.43,12.126,0
316.56,5.7575,1,181.63,28.138,0
111.52,4.7142,1,181.38,28.127,0
163.89,5.0992,1,181.88,28.223,0
32.575,3.4835,1,196.95,29.153,0
92.604,4.5283,1,183.91,28.17,0
27.052,3.2978,1,184.04,28.13,0
93.34,4.5362,1,196.64,29.184,0
189.73,5.2456,1,184.93,28.273,0
29.41,3.3813,1,185.51,28.186,0
67.504,4.2122,1,185.56,28.245,0
163.08,5.0943,1,185.56,28.315,0
31.377,3.4461,1,184.76,28.279,0
66.532,4.1977,1,185.01,28.327,0
9.3608,2.2365,1,189.91,29.61,0
5.6182,1.726,1,193.9,35.34,0
1.3875,0.32753,1,174.35,12.024,0
1.5347,0.42833,1,176.99,28.069,0
134,4.8979,1,184.9,12.091,0
26.723,3.2855,1,185.29,28.165,0
1030.5,6.9378,1,194.35,27.498,0
285.65,5.6548,1,194.29,27.405,0
192.53,5.2603,1,194.44,27.429,0
202.49,5.3107,1,194.2,27.421,0
199.71,5.2969,1,194.23,27.462,0
91.131,4.5123,1,194.06,27.506,0
92.248,4.5245,1,193.75,27.483,0
39.285,3.6708,1,195.5,28.709,0
247.96,5.5133,1,194.55,27.542,0
49.803,3.9081,1,195.35,28.677,0
104.81,4.6522,1,195.43,29.178,0
82.171,4.4088,1,195.09,28.574,0
39.501,3.6763,1,195.15,28.664,0
20.696,3.03,1,195.2,29.201,0
109.16,4.6928,1,194.92,28.631,0
57.965,4.0598,1,195.02,28.603,0
70.701,4.2585,1,194.88,28.7,0
83.14,4.4205,1,195.83,28.617,0
19.096,2.9495,1,194.05,29.398,0
11.694,2.459,1,194.21,29.378,0
22.715,3.123,1,195.36,29.314,0
67.482,4.2119,1,195.52,29.253,0
40.388,3.6985,1,195.48,29.323,0
320.87,5.771,1,194.51,27.49,0
4.7234,1.5525,1,197.41,35.372,0
8.0993,2.0918,1,197.13,35.161,0
98.701,4.5921,1,196.69,35.101,0
15.906,2.7667,1,196.73,35.132,0
81.148,4.3963,1,196.6,35.229,0
7.7465,2.0472,1,196.59,35.369,0
4546.8,8.4222,1,192.71,35.406,0
53.419,3.9782,1,195.28,27.398,0
103.85,4.6429,1,195.45,27.355,0
5.799,1.7577,1,191.7,35.499,0
2.3395,0.84993,1,200.87,34.742,0
5.4271,1.6914,1,199.02,35.044,0
5.7883,1.7558,1,198.67,35.036,0
18.022,2.8916,1,196.58,27.255,0
7.0938,1.9592,1,204.31,34.419,0
27.671,3.3204,1,198.85,35.174,0
402.69,5.9982,1,194.29,27.466,0
377.06,5.9324,1,194.4,27.485,0
22.892,3.1308,1,166.61,37.739,0
4.4732,1.4981,1,167.04,37.755,0
5.5115,1.7068,1,195.16,35.507,0
10.921,2.3907,1,180.29,15.626,0
2.8803,1.0579,1,187.38,32.298,0
11.678,2.4577,1,200.16,34.152,0
13.887,2.6309,1,200.15,34.139,0
21.916,3.0872,1,203.63,33.69,0
8.6274,2.1549,1,204.25,33.57,0
10.234,2.3257,1,169.09,35.612,0
17.601,2.8679,1,166.96,35.403,0
11.119,2.4086,1,167.11,35.331,0
16.74,2.8178,1,167.61,35.542,0
38.436,3.649,1,204.2,33.489,0
5.7428,1.7479,1,172.41,35.515,0
62.131,4.1292,1,167.02,35.479,0
104.12,4.6456,1,167,35.463,0
16.543,2.8059,1,197.99,34.365,0
6.7231,1.9055,1,184.07,27.822,0
82.897,4.4176,1,185.64,27.809,0
11.123,2.4091,1,188.93,27.281,0
29.97,3.4002,1,188.07,27.291,0
35.231,3.5619,1,171.61,35.333,0
43.682,3.7769,1,169.07,35.183,0
6.6124,1.8889,1,174.38,15.486,0
6.7903,1.9155,1,201.01,13.618,0
118.96,4.7788,1,201.06,13.779,0
17.584,2.867,1,190.38,27.243,0
23.875,3.1728,1,189.98,27.411,0
127.17,4.8455,1,200.97,13.734,0
15.165,2.719,1,200.88,13.773,0
3.9707,1.379,1,203.91,13.55,0
92.261,4.5246,1,189.81,27.714,0
32.276,3.4743,1,203.84,13.529,0
11.294,2.4242,1,203.37,13.498,0
250.19,5.5222,1,192.98,27.088,0
128.59,4.8566,1,193.07,27.086,0
60.319,4.0996,1,192.5,27.153,0
2.6961,0.99182,1,192.66,34.827,0
1.3523,0.30182,1,193.75,34.881,0
65.253,4.1783,1,203.93,33.561,0
81.052,4.3951,1,203.97,33.635,0
68.163,4.2219,1,203.86,33.725,0
92.126,4.5232,1,203.91,33.669,0
16.081,2.7776,1,203.65,33.628,0
12.449,2.5217,1,202.78,33.896,0
1.5236,0.42105,1,195.95,34.683,0
7.3559,1.9955,1,199.54,34.2,0
76.081,4.3318,1,194.02,27.15,0
101.99,4.6249,1,194.13,27.056,0
71.094,4.264,1,194.18,27.179,0
47.634,3.8635,1,193.84,27.15,0
46.567,3.8409,1,193.67,27.041,0
50.544,3.9229,1,193.96,27.089,0
64.352,4.1644,1,193.52,27.069,0
91.753,4.5191,1,193.59,27.084,0
9.2165,2.221,1,190.58,30.906,0
33.94,3.5246,1,193.32,27.094,0
136.92,4.9194,1,194.61,27.023,0
101.16,4.6167,1,194.65,27.104,0
282.77,5.6446,1,194.35,26.988,0
89.414,4.4933,1,168,35.441,0
61.358,4.1167,1,194.3,27.103,0
892.91,6.7945,1,168.01,35.477,0
19.246,2.9573,1,167.98,35.496,0
13.423,2.597,1,168.22,35.641,0
42.027,3.7383,1,168.09,35.468,0
6.0783,1.8047,1,197.88,34.329,0
6.4938,1.8708,1,204.69,30.48,0
2.6331,0.96816,1,204.92,30.284,0
3.2252,1.171,1,180.72,32.402,0
16.64,2.8118,1,181,32.305,0
88.633,4.4845,1,194.4,27.031,0
9.7138,2.2735,1,181.22,32.276,0
95.916,4.5635,1,182.36,32.432,0
15.34,2.7305,1,182.04,32.312,0
6.3003,1.8406,1,165.97,19.524,0
24.737,3.2083,1,166.19,19.036,0
14.665,2.6855,1,168.05,19.661,0
170.63,5.1395,1,194.33,26.98,0
11.436,2.4368,1,184.72,27.744,0
21.332,3.0602,1,201,30.932,0
8.9533,2.192,1,185.55,27.916,0
18.095,2.8956,1,185.68,27.737,0
33.503,3.5116,1,185.8,27.766,0
4.0107,1.389,1,186.48,30.844,0
23.176,3.1431,1,200.91,30.939,0
17.056,2.8365,1,184.78,27.762,0
41.858,3.7343,1,184.78,27.786,0
18.6,2.9231,1,175.46,19.768,0
554.52,6.3181,1,175.78,19.939,0
32.885,3.493,1,175.58,19.838,0
303.75,5.7162,1,175.69,19.949,0
271.75,5.6049,1,175.74,19.966,0
195.89,5.2775,1,175.96,19.862,0
271.2,5.6028,1,175.95,19.975,0
561.95,6.3314,1,201.02,30.957,0
6.5198,1.8748,1,202.9,33.74,0
20.008,2.9961,1,203.14,33.738,0
43.004,3.7613,1,185.67,27.747,0
113.75,4.734,1,176.36,19.818,0
110.69,4.7067,1,176.49,19.803,0
65.53,4.1825,1,176.55,19.853,0
6.9558,1.9396,1,185.95,27.746,0
9.8884,2.2914,1,186.89,27.74,0
64.597,4.1682,1,176.78,19.456,0
75.519,4.3244,1,176.65,19.809,0
52.888,3.9682,1,176.75,19.458,0
2158.8,7.6773,1,175.72,19.949,0
106.93,4.6721,1,175.84,19.952,0
101.89,4.6239,1,175.75,19.91,0
1183.9,7.0766,1,176.01,19.95,0
6147.2,8.7238,1,187.27,27.779,0
150.36,5.013,1,176.09,19.981,0
300.72,5.7062,1,176.05,19.943,0
164.88,5.1052,1,176.21,19.941,0
885.83,6.7865,1,176.09,19.826,0
184.09,5.2154,1,176.27,19.859,0
140.23,4.9433,1,176.31,19.846,0
65.23,4.1779,1,176.88,19.872,0
31.433,3.4479,1,176.91,19.939,0
53.234,3.9747,1,176.77,19.837,0
37.673,3.6289,1,177.01,20.006,0
4.6812,1.5435,1,186.92,30.931,0
2.4914,0.91283,1,187.6,30.934,0
32.089,3.4685,1,177.71,20.049,0
61.325,4.1162,1,189.21,27.278,0
39.5,3.6763,1,189.25,27.36,0
