#field_value,log_field_value,mass,RA,DEC,Z
6.5762,1.8835,1,167.84,20.909,0
7.6512,2.0349,1,171.76,21.233,0
8.2227,2.1069,1,172.36,21.352,0
16.569,2.8075,1,173.61,21.352,0
9.8436,2.2868,1,175.96,21.5,0
21.608,3.0731,1,175.62,21.587,0
64.437,4.1657,1,195.72,27.867,0
82.807,4.4165,1,195.53,27.765,0
5.1907,1.6469,1,175.44,21.508,0
16.597,2.8092,1,175.88,21.412,0
21.666,3.0757,1,180.02,21.647,0
5.3448,1.6761,1,169.25,24.765,0
5.365,1.6799,1,169.32,24.641,0
94.431,4.5479,1,170.6,24.88,0
7.2014,1.9743,1,170.26,24.772,0
13.177,2.5785,1,170.52,19.052,0
104.54,4.6495,1,169.88,24.989,0
61.228,4.1146,1,169.84,25.004,0
11.298,2.4246,1,169.91,24.93,0
52.779,3.9661,1,170.49,24.787,0
85.065,4.4434,1,170.63,24.932,0
8.5364,2.1443,1,170.93,24.822,0
4.5283,1.5103,1,170.87,24.887,0
5.0666,1.6227,1,172.8,18.652,0
3.9042,1.362,1,171.47,18.599,0
59.799,4.091,1,173.77,25.163,0
3.3068,1.196,1,173.27,19.371,0
165.35,5.1081,1,173.88,25.024,0
1042.7,6.9495,1,183.32,21.697,0
71.151,4.2648,1,183.55,21.711,0
4.1273,1.4176,1,174.64,25.398,0
131.36,4.878,1,183.35,21.669,0
1.1251,0.11786,1,186.01,21.76,0
139.05,4.9348,1,176.49,19.529,0
32.773,3.4896,1,176.59,19.484,0
1249.6,7.1305,1,176.22,19.457,0
226.83,5.4242,1,176.4,19.417,0
717.33,6.5755,1,176.33,19.394,0
184.4,5.2171,1,176.29,19.533,0
290.25,5.6708,1,176.34,19.55,0
224.5,5.4139,1,176.21,19.533,0
9.0157,2.199,1,175.92,18.741,0
4.9028,1.5898,1,175.44,19.432,0
19.081,2.9487,1,178.13,25.315,0
5.9846,1.7892,1,183.86,19.163,0
5.8075,1.7591,1,183.85,19.292,0
14.155,2.6501,1,183.68,19.166,0
3.026,1.1073,1,183.63,18.998,0
2.1996,0.78826,1,185.22,19.004,0
1.6858,0.52223,1,187.98,19.108,0
3.0056,1.1005,1,202.19,18.333,0
9.4817,2.2494,1,201.33,18.453,0
178.43,5.1842,1,204.13,18.202,0
53.306,3.976,1,203.44,18.323,0
5.9542,1.7841,1,202.74,18.381,0
15.458,2.7381,1,204.02,18.315,0
19.204,2.9551,1,204.26,18.171,0
3.3815,1.2183,1,173.44,21.38,0
30.781,3.4269,1,181.94,25.52,0
40.189,3.6936,1,182.64,25.427,0
42.66,3.7533,1,185.09,25.599,0
25.174,3.2258,1,185.13,25.515,0
21.297,3.0586,1,184.89,25.586,0
3.6006,1.2811,1,187.06,25.433,0
3.5416,1.2646,1,187.75,25.562,0
2.0223,0.70423,1,189.55,25.411,0
4.2162,1.4389,1,190.69,25.419,0
21.503,3.0682,1,190.93,25.471,0
4.9771,1.6048,1,191.04,25.416,0
4.8129,1.5713,1,191.78,25.287,0
101.54,4.6205,1,177.11,12.727,0
37.361,3.6206,1,169.85,25.009,0
59.554,4.0869,1,176.22,19.454,0
5.9077,1.7763,1,202.99,27.021,0
2.9555,1.0837,1,171.32,18.484,0
9.7051,2.2726,1,177.08,18.938,0
54.532,3.9988,1,177.1,18.941,0
90.596,4.5064,1,182.72,19.097,0
29.58,3.3871,1,175.83,19.423,0
50.393,3.9198,1,175.96,19.436,0
6.5533,1.88,1,197.97,27.594,0
853.36,6.7492,1,182.69,19.041,0
163.23,5.0952,1,182.7,19.064,0
24.986,3.2183,1,182.65,19.016,0
72.922,4.2894,1,182.51,19.082,0
5.7264,1.7451,1,182.38,19.21,0
7.7604,2.049,1,182.13,18.949,0
8.5054,2.1407,1,181.21,19.248,0
7.6028,2.0285,1,181.31,18.984,0
4.098,1.4105,1,181.63,19.17,0
4.9166,1.5926,1,184.72,19.015,0
4.3065,1.4601,1,184.79,19.274,0
21.427,3.0647,1,173.05,24.997,0
4.2023,1.4356,1,199.44,27.57,0
2.845,1.0456,1,169.22,18.981,0
19.779,2.9846,1,179.09,25.375,0
1077.4,6.9823,1,177.08,12.717,0
31.799,3.4594,1,182.25,22.688,0
1.1629,0.15095,1,185.94,22.885,0
3.8214,1.3406,1,189.53,22.699,0
1.8932,0.63827,1,199.26,23.292,0
3.5388,1.2638,1,203.68,22.327,0
18.454,2.9153,1,179.85,24.927,0
78.284,4.3603,1,179.57,25.031,0
400.63,5.993,1,179.49,25.068,0
4.9202,1.5933,1,180.42,25.089,0
78.033,4.3571,1,183.82,24.037,0
22.598,3.1179,1,183.99,24.078,0
610.46,6.4142,1,183.84,23.994,0
296.6,5.6924,1,183.91,23.982,0
122.08,4.8047,1,183.8,23.986,0
175.87,5.1697,1,183.94,24.07,0
46.99,3.8499,1,183.87,24.092,0
1.7631,0.56707,1,193.98,23.803,0
10.597,2.3606,1,195.96,23.634,0
6.67,1.8976,1,195.73,23.657,0
2.2996,0.83274,1,195.34,23.795,0
23.138,3.1415,1,195.37,23.768,0
18.689,2.928,1,194.8,36.129,0
4.0481,1.3982,1,195.57,36.152,0
1519,7.3258,1,176.2,20.125,0
15.833,2.7621,1,186.24,28.584,0
4.6666,1.5404,1,169.69,31.953,0
13.758,2.6216,1,183.5,28.707,0
101.59,4.6209,1,184.62,28.565,0
29.731,3.3922,1,187.12,28.673,0
5.8788,1.7714,1,186.98,28.575,0
20.409,3.016,1,190.09,27.451,0
32.646,3.4857,1,191.21,28.504,0
3.8029,1.3358,1,191.12,28.433,0
78.615,4.3646,1,191.34,28.591,0
123.79,4.8186,1,193.57,27.304,0
60.161,4.097,1,193.27,27.465,0
49.463,3.9012,1,194.28,28.297,0
77.722,4.3531,1,194.04,28.311,0
418.71,6.0372,1,194.72,28.234,0
284.18,5.6496,1,194.6,28.329,0
86.342,4.4583,1,194.63,28.378,0
270.15,5.599,1,194.62,28.301,0
120.69,4.7932,1,175.94,20.039,0
34.404,3.5382,1,192.75,27.476,0
1.3767,0.31972,1,202.69,27.31,0
229.81,5.4373,1,192.24,27.374,0
14.9,2.7013,1,167.87,24.061,0
2.7244,1.0022,1,168.15,24.248,0
23.852,3.1719,1,166.43,19.811,0
30.637,3.4222,1,170.37,24.405,0
59.31,4.0828,1,170.63,24.448,0
136.86,4.919,1,170.65,24.323,0
34.288,3.5348,1,170.7,24.472,0
35.398,3.5667,1,175.04,22.553,0
62.829,4.1404,1,175.08,22.407,0
22.84,3.1285,1,173.41,24.685,0
46.284,3.8348,1,173.28,24.653,0
3.6869,1.3048,1,174.2,24.72,0
5.1379,1.6366,1,175.18,22.431,0
9.9799,2.3006,1,175.75,22.457,0
5.9375,1.7813,1,176.45,22.648,0
1.3816,0.32322,1,176.21,24.931,0
16.386,2.7964,1,178.11,22.703,0
14.106,2.6466,1,178.11,20.217,0
19.611,2.9761,1,178.33,20.107,0
6.7489,1.9094,1,183.91,16.836,0
8.4294,2.1317,1,184.41,16.727,0
20.06,2.9987,1,199.92,15.753,0
1.2904,0.25499,1,179.83,20.137,0
19.483,2.9695,1,183.32,20.348,0
6.0363,1.7978,1,186.53,20.336,0
2.8952,1.0631,1,187.3,20.367,0
2.1002,0.74205,1,189.49,20.346,0
17.97,2.8887,1,182.45,22.742,0
14.137,2.6488,1,182.28,22.697,0
3611.9,8.192,1,183.15,22.785,0
3.9433,1.372,1,187.65,22.76,0
1.0655,0.063478,1,188.53,22.803,0
4.3929,1.48,1,190.71,22.773,0
1.0904,0.08652,1,196.12,23.575,0
5.217,1.6519,1,181.28,23.927,0
98.077,4.5858,1,179.68,25.043,0
93.785,4.541,1,179.7,25.037,0
121.27,4.798,1,179.61,25.098,0
12.49,2.525,1,179.96,25.093,0
5.1482,1.6387,1,183.08,24.1,0
3.6382,1.2915,1,181.7,24.026,0
12.421,2.5194,1,183.52,24.067,0
4.3794,1.4769,1,185.8,23.977,0
4.7436,1.5568,1,185.35,23.985,0
11.463,2.4391,1,166.87,35.464,0
1304.3,7.1734,1,181.36,20.303,0
8.6719,2.1601,1,183.15,22.784,0
3.5777,1.2747,1,187.29,20.366,0
0.79443,-0.23013,1,188.05,24.032,0
312.29,5.7439,1,176.1,20.108,0
151.68,5.0217,1,175.99,20.186,0
25.808,3.2507,1,202.1,30.816,0
3.2859,1.1896,1,176.15,17.059,0
2.6605,0.97853,1,176.87,18.054,0
8.9312,2.1896,1,177.98,19.646,0
6.7923,1.9158,1,201.1,17.093,0
1.332,0.28668,1,201.12,18.231,0
18.975,2.9431,1,201.5,17.032,0
4.1992,1.4349,1,202.32,17.052,0
4.6382,1.5343,1,203.02,17.049,0
21.105,3.0495,1,203.12,18.045,0
1012.7,6.9204,1,203.19,18.165,0
3.5188,1.2581,1,204.8,15.441,0
6.7089,1.9034,1,204.65,16.832,0
23.585,3.1606,1,204.94,16.809,0
2.2191,0.79709,1,197.2,34.557,0
5.8143,1.7603,1,187.26,27.782,0
311.29,5.7407,1,187.27,27.777,0
32.748,3.4889,1,167.74,19.183,0
254.76,5.5403,1,176.2,19.795,0
906.07,6.8091,1,176.01,19.784,0
855.58,6.7518,1,175.95,19.968,0
17.595,2.8676,1,168.36,28.473,0
114.41,4.7398,1,167.98,28.316,0
95.073,4.5546,1,167.92,28.394,0
180.05,5.1932,1,168,28.461,0
4.1853,1.4316,1,167.42,28.253,0
11.021,2.3998,1,167.36,28.267,0
3.5037,1.2538,1,168.33,25.863,0
3.1512,1.1478,1,178.71,22.103,0
6.9188,1.9342,1,169.72,28.629,0
10.915,2.3901,1,168.89,28.55,0
13.139,2.5756,1,168.23,28.39,0
287.06,5.6597,1,167.99,28.335,0
151.65,5.0216,1,168.01,28.382,0
22.003,3.0912,1,171.71,26.197,0
11.95,2.4807,1,169.51,25.804,0
4.5475,1.5146,1,172.26,28.821,0
4.0553,1.4,1,171.98,28.892,0
13.239,2.5832,1,174.89,26.302,0
43.222,3.7663,1,174.91,26.344,0
41.77,3.7322,1,174.84,26.306,0
436.99,6.0799,1,174.89,26.322,0
24.626,3.2038,1,174.47,26.296,0
1.9508,0.66823,1,175.6,29.091,0
8.0398,2.0844,1,173.36,28.94,0
2.4362,0.89045,1,173.49,28.987,0
108.59,4.6876,1,175.64,26.489,0
19.117,2.9506,1,179.78,26.607,0
10.291,2.3313,1,183.98,26.663,0
23.815,3.1703,1,189.82,18.358,0
9.564,2.258,1,197.18,18.077,0
2.1976,0.78736,1,183.31,26.834,0
11.9,2.4766,1,184.08,26.765,0
10.368,2.3388,1,183.98,26.662,0
2.6948,0.99133,1,201.95,17.779,0
3.2442,1.1769,1,193.15,30.417,0
1.9388,0.66208,1,197.25,21.107,0
6.1566,1.8175,1,190.31,22.595,0
5.3842,1.6835,1,180.03,22.055,0
26.373,3.2723,1,179.99,22.191,0
37.44,3.6227,1,179.45,22.02,0
6.4035,1.8568,1,181.22,22.615,0
28.483,3.3493,1,183.73,22.142,0
0.86607,-0.14379,1,192.47,21.995,0
2.5289,0.92778,1,197.6,22.193,0
7.3486,1.9945,1,197.73,22.115,0
5.7013,1.7407,1,190.3,22.589,0
43.507,3.7729,1,171.99,26.072,0
47.924,3.8696,1,178.01,25.75,0
10.266,2.3288,1,198.28,22.114,0
10.802,2.3797,1,169.55,31.988,0
2.3248,0.84364,1,201.61,21.362,0
6.5477,1.8791,1,183.44,24.356,0
7.7177,2.0435,1,177.46,19.145,0
25.221,3.2277,1,177.05,19.157,0
5.2107,1.6507,1,184.9,24.193,0
6.1825,1.8217,1,184.74,24.186,0
21.545,3.0701,1,177.28,19.168,0
1.3454,0.29672,1,192.41,23.992,0
1.6132,0.47823,1,198.22,23.635,0
7.7591,2.0489,1,182.57,22.489,0
2.9437,1.0797,1,186.92,22.077,0
15.184,2.7203,1,171.9,26.179,0
17.823,2.8805,1,171.86,26.057,0
2.2859,0.82677,1,186.75,22.64,0
41.497,3.7256,1,174.72,26.31,0
227.8,5.4285,1,174.77,26.362,0
129.49,4.8636,1,174.79,26.435,0
6.7393,1.908,1,174.32,26.419,0
4.4853,1.5008,1,174.36,26.456,0
15.624,2.7488,1,172.84,26.296,0
26.853,3.2904,1,175.83,26.42,0
5.9909,1.7902,1,186.95,22.562,0
3.63,1.2892,1,191.42,22.052,0
113.14,4.7287,1,175.8,26.493,0
18.282,2.9059,1,176.14,26.523,0
99.65,4.6017,1,175.8,26.559,0
563.98,6.335,1,175.7,26.536,0
528.16,6.2694,1,175.72,26.541,0
1815.5,7.5041,1,175.66,26.531,0
11.798,2.468,1,175.59,26.531,0
21.437,3.0651,1,175.63,26.54,0
28.046,3.3338,1,175.5,26.448,0
63.199,4.1463,1,175.37,26.36,0
49.661,3.9052,1,174.73,26.491,0
5655,8.6403,1,174.87,26.309,0
1.0547,0.053279,1,188.14,18.473,0
152.82,5.0292,1,174.87,26.49,0
21.456,3.066,1,175.19,26.383,0
4.6109,1.5284,1,189.85,18.366,0
3.8156,1.3391,1,185.93,26.849,0
3.8697,1.3532,1,191.4,22.057,0
6.4796,1.8687,1,183.59,22.187,0
85.77,4.4517,1,183.7,22.195,0
5.4356,1.693,1,174.77,15.018,0
0.80458,-0.21744,1,194.22,22.374,0
113.85,4.7349,1,165.55,18.656,0
68.036,4.22,1,180.86,22.21,0
142.65,4.9604,1,182.37,22.105,0
164.47,5.1027,1,197.73,22.119,0
3.0277,1.1078,1,165.99,31.645,0
7.2425,1.98,1,198.61,21.587,0
62.891,4.1414,1,200.22,32.189,0
1.956,0.67091,1,201.31,20.718,0
15.22,2.7226,1,183.17,34.694,0
723.69,6.5844,1,173.32,34.264,0
188.89,5.2411,1,202.96,14.137,0
15.48,2.7395,1,200.61,21.426,0
5.9229,1.7788,1,185.66,24.33,0
3372.6,8.1234,1,173.37,34.318,0
64.307,4.1637,1,202.02,31.954,0
9.6238,2.2642,1,194.15,29.747,0
32.37,3.4772,1,194.08,29.808,0
22.713,3.1229,1,194.1,29.805,0
10.733,2.3733,1,195.3,29.664,0
10.058,2.3084,1,196.2,29.615,0
231.82,5.4459,1,196.32,29.588,0
1.4776,0.39043,1,189.45,36.17,0
2.1651,0.77247,1,193.47,36.087,0
9.621,2.2639,1,166.43,35.118,0
134.74,4.9033,1,167.83,35.385,0
17.853,2.8821,1,168.71,35.502,0
54.94,4.0062,1,175.98,36.141,0
19.202,2.955,1,176.75,33.403,0
48.887,3.8895,1,176.61,33.301,0
41.152,3.7173,1,176.37,33.273,0
416.24,6.0313,1,176.35,33.347,0
369.35,5.9117,1,176.33,33.336,0
143.12,4.9637,1,176.32,33.349,0
346.9,5.849,1,176.35,33.366,0
234.64,5.458,1,176.19,33.321,0
392.46,5.9724,1,176.17,33.333,0
81.599,4.4018,1,176.07,33.351,0
61.815,4.1241,1,176.19,33.278,0
459.47,6.1301,1,176.11,33.355,0
191.09,5.2527,1,176.13,33.368,0
20.068,2.9991,1,175.97,33.349,0
3.6066,1.2828,1,175.19,33.294,0
5.8663,1.7692,1,204.87,37.429,0
2.4624,0.90113,1,204.03,37.088,0
2.6573,0.97731,1,179.33,36.416,0
3.5627,1.2705,1,182.23,36.456,0
10.915,2.3902,1,182.45,36.463,0
6.3491,1.8483,1,182.72,36.546,0
134.59,4.9023,1,182.71,36.624,0
159.94,5.0748,1,169.97,35.527,0
46.213,3.8333,1,167.83,35.386,0
9.2165,2.221,1,166.42,35.12,0
10.98,2.396,1,175.86,36.113,0
8.1373,2.0965,1,170.79,35.686,0
2.1164,0.74973,1,171.77,35.835,0
12.96,2.5619,1,172.63,35.851,0
12.871,2.555,1,172.69,35.87,0
3.4996,1.2526,1,172.87,35.895,0
6.7118,1.9039,1,171.48,27.14,0
22.91,3.1316,1,172.99,27.282,0
1.0598,0.058061,1,174.3,27.506,0
7.4521,2.0085,1,177.49,27.548,0
44.89,3.8042,1,177.84,27.726,0
64.381,4.1648,1,177.84,27.584,0
279.7,5.6337,1,177.86,27.576,0
358.28,5.8813,1,177.86,27.62,0
18.106,2.8963,1,177.98,27.578,0
589.68,6.3796,1,177.88,27.647,0
218.52,5.3869,1,177.89,27.669,0
7.9368,2.0715,1,178.03,27.652,0
90.862,4.5093,1,193.68,27.639,0
242.75,5.492,1,193.71,27.494,0
73.816,4.3016,1,193.68,27.455,0
127,4.8442,1,193.38,27.463,0
31.019,3.4346,1,196.21,25.839,0
116.68,4.7594,1,195.14,27.504,0
223.19,5.408,1,178.34,23.085,0
78.421,4.3621,1,178.52,23.192,0
263.39,5.5737,1,178.44,23.126,0
11.58,2.4493,1,178.58,23.086,0
13.589,2.6093,1,165.9,17.316,0
3.3682,1.2144,1,167.21,16.69,0
22.157,3.0982,1,167.13,16.59,0
16.084,2.7778,1,166.48,17.347,0
13.678,2.6158,1,166.78,16.94,0
1.1597,0.14814,1,168.51,17.16,0
1.6364,0.49247,1,171.19,17.763,0
2.4933,0.91361,1,170.97,19.297,0
12.629,2.536,1,171.32,17.808,0
15.316,2.7289,1,175.41,17.077,0
102.33,4.6282,1,175.99,19.671,0
316.12,5.7561,1,176.22,19.61,0
253.78,5.5365,1,176.09,19.774,0
99.797,4.6031,1,175.97,19.739,0
259.84,5.5601,1,176.15,19.752,0
427.35,6.0576,1,176.03,19.738,0
688.4,6.5344,1,176.19,19.758,0
234.63,5.458,1,176.2,19.581,0
166.53,5.1152,1,175.83,19.567,0
543.06,6.2972,1,175.76,19.65,0
48.794,3.8876,1,183.29,16.297,0
11.23,2.4186,1,183.15,16.431,0
2.2295,0.80179,1,185.81,16.286,0
12.4,2.5177,1,186.02,16.328,0
5.1514,1.6393,1,184.66,16.292,0
3.3936,1.2219,1,187.21,16.365,0
9.2645,2.2262,1,201.67,19.945,0
10.493,2.3507,1,182.19,23.362,0
6.8776,1.9283,1,183.17,23.478,0
3.6551,1.2961,1,190.4,23.425,0
1.8258,0.60202,1,201.96,22.588,0
6.027,1.7963,1,202.32,22.561,0
10.789,2.3785,1,188.27,26.14,0
19.354,2.9629,1,190.09,25.98,0
12.418,2.5191,1,190.11,26.011,0
57.63,4.054,1,190.37,26.089,0
2.475,0.90624,1,200.54,25.408,0
2.1163,0.74967,1,202.92,25.14,0
5.2145,1.6514,1,200.16,34.783,0
94.814,4.5519,1,175.91,19.58,0
3.3827,1.2187,1,172.04,17.385,0
37.297,3.6189,1,190.41,26.073,0
432.3,6.0691,1,190.29,29.538,0
18.065,2.894,1,190.22,29.625,0
36.272,3.5911,1,178.25,23.04,0
64.663,4.1692,1,178.15,23.166,0
122.52,4.8082,1,178.23,23.11,0
12.296,2.5093,1,178.68,23.16,0
13.12,2.5742,1,179.47,23.225,0
10.926,2.3911,1,179.5,23.125,0
7.467,2.0105,1,179.42,23.105,0
13.004,2.5652,1,180.84,23.285,0
1.2305,0.20743,1,184.71,23.289,0
1.4361,0.36192,1,197.46,22.804,0
3.6083,1.2832,1,184.32,16.372,0
24.083,3.1815,1,174.8,19.586,0
675.07,6.5148,1,176.24,19.738,0
7.2781,1.9849,1,182.15,23.225,0
7.4155,2.0036,1,191.29,23.039,0
0.72314,-0.32416,1,191.39,23.073,0
37.667,3.6288,1,170.21,19.375,0
74.703,4.3135,1,197.47,28.384,0
5.9281,1.7797,1,187.26,23.268,0
1.5364,0.42944,1,187.13,23.305,0
3.3574,1.2112,1,187.5,23.184,0
3.7775,1.3291,1,175.88,23.011,0
39.551,3.6776,1,178.32,23.465,0
11.137,2.4103,1,165.57,18.317,0
3.1162,1.1366,1,189.13,19.665,0
1.4813,0.39293,1,190.13,19.689,0
11.587,2.4499,1,180.62,21.537,0
123.57,4.8168,1,183.32,21.622,0
3.7669,1.3262,1,182.97,21.537,0
4.1599,1.4255,1,181.77,21.462,0
10.858,2.3849,1,182.59,22.957,0
4.8433,1.5776,1,177.09,31.48,0
85.355,4.4468,1,177.09,31.456,0
1.0382,0.037511,1,202.49,29.772,0
6.2477,1.8322,1,204.12,29.513,0
2.9498,1.0818,1,170.51,30.503,0
4.3847,1.4781,1,169.51,30.845,0
6.5377,1.8776,1,194.58,30.538,0
80.706,4.3908,1,194.24,30.716,0
18.294,2.9066,1,176.43,31.452,0
4.7254,1.5529,1,174.12,31.325,0
8.7705,2.1714,1,165.57,34.722,0
2.7347,1.006,1,200.13,33.145,0
0.95356,-0.047557,1,198.86,33.157,0
18.301,2.907,1,182.08,31.658,0
10.1,2.3125,1,181.49,31.348,0
7.0486,1.9528,1,180.32,31.278,0
2.5435,0.93355,1,178.27,34.282,0
2.8783,1.0572,1,179.23,34.422,0
2.9308,1.0753,1,171.46,33.662,0
11.788,2.4671,1,202.69,32.761,0
50.656,3.9251,1,202.79,32.782,0
5.2367,1.6557,1,202.24,32.879,0
6.7695,1.9124,1,200.26,33.064,0
3.1084,1.1341,1,200.76,33.06,0
16.213,2.7858,1,201.67,32.924,0
4.8371,1.5763,1,171.09,35.611,0
8.7598,2.1702,1,193.38,30.724,0
3.4206,1.2298,1,196.52,22.568,0
2.8515,1.0478,1,169.82,20.814,0
46.069,3.8301,1,176.27,21.415,0
4.1906,1.4329,1,177.47,23.386,0
50.915,3.9302,1,198.61,30.252,0
15.604,2.7475,1,178.92,21.372,0
11.992,2.4842,1,179.05,21.394,0
5.8263,1.7624,1,178.61,21.447,0
60.716,4.1062,1,177.55,21.415,0
130.78,4.8735,1,177.34,21.355,0
127.37,4.8471,1,177.51,21.316,0
133.66,4.8953,1,177.36,21.349,0
49.863,3.9093,1,177.39,21.448,0
101.32,4.6182,1,177.5,21.304,0
0.83029,-0.18597,1,195.83,19.292,0
1.2792,0.2462,1,197.39,19.219,0
15.826,2.7617,1,180.18,21.441,0
2.6986,0.99274,1,180.98,22.98,0
19.488,2.9698,1,183.67,21.596,0
7.6946,2.0405,1,182.9,22.995,0
17.619,2.869,1,182.97,23.644,0
83.677,4.427,1,183.11,23.728,0
118.52,4.7751,1,183.05,23.677,0
3.7565,1.3235,1,183.51,23.01,0
2.2934,0.83005,1,196.86,22.545,0
14.585,2.68,1,199.95,22.981,0
8.9757,2.1945,1,199.95,22.867,0
11.991,2.4842,1,182.75,23.675,0
22.926,3.1323,1,182.71,23.714,0
1.144,0.13457,1,173.89,30.947,0
1.2315,0.20827,1,171.57,30.973,0
26.196,3.2656,1,198.66,30.225,0
50.17,3.9154,1,198.61,30.25,0
3.759,1.3242,1,176.06,35.962,0
26.724,3.2856,1,169.54,30.407,0
13.751,2.6211,1,169.18,33.43,0
29.911,3.3982,1,169.21,33.525,0
5.1402,1.6371,1,191.33,21.536,0
39.243,3.6698,1,190.46,23.508,0
7.814,2.0559,1,178.9,23.498,0
2.4615,0.90078,1,188.17,19.6,0
411.09,6.0188,1,183.26,21.551,0
28.264,3.3416,1,191.33,21.536,0
1.6481,0.49964,1,165.15,34.646,0
2.4493,0.89582,1,178.75,31.134,0
4.7176,1.5513,1,199.17,30.248,0
4.5739,1.5204,1,199.52,30.141,0
2.3431,0.85149,1,200.61,29.943,0
5.179,1.6446,1,183.84,31.672,0
47.925,3.8696,1,182.36,31.643,0
22.856,3.1292,1,182.73,31.658,0
1.8773,0.62983,1,195,30.665,0
12.733,2.5442,1,182.11,31.74,0
11.438,2.437,1,181.25,31.328,0
1.9358,0.66053,1,186.41,19.735,0
2.3141,0.83904,1,185.82,19.724,0
5.6485,1.7314,1,184.6,19.696,0
1.2557,0.22769,1,197.42,19.332,0
2.2993,0.83262,1,203.96,18.759,0
1.8244,0.60127,1,169.57,33.572,0
5.5763,1.7185,1,190.56,14.204,0
3.8557,1.3495,1,187.12,21.6,0
43.333,3.7689,1,176.1,21.29,0
2.4572,0.89902,1,184.87,21.574,0
7.6484,2.0345,1,183.83,21.491,0
704.49,6.5575,1,183.33,21.634,0
8.7564,2.1698,1,182.89,23.017,0
8.958,2.1925,1,199.98,30.119,0
5.2933,1.6665,1,184.77,31.699,0
1.5862,0.46134,1,184.72,31.74,0
35.236,3.5621,1,202.42,12.314,0
9.5157,2.2529,1,173.78,21.23,0
8.8301,2.1782,1,175.75,22.658,0
31.734,3.4574,1,175.88,22.725,0
8.2696,2.1126,1,181.44,19.599,0
6.7783,1.9137,1,181.68,19.584,0
1.8052,0.59068,1,188.83,23.026,0
2.6908,0.98984,1,191.08,21.47,0
1.686,0.52237,1,190.46,23.511,0
2.5061,0.91875,1,181.74,23.705,0
91.274,4.5139,1,178.15,23.548,0
17.979,2.8892,1,177.95,23.528,0
1.0667,0.064529,1,200.23,23.902,0
3.754,1.3228,1,183.46,37.846,0
2.5145,0.92207,1,182.68,37.714,0
15.105,2.715,1,167.07,28.844,0
237.05,5.4683,1,167.47,28.997,0
11.857,2.4729,1,165.37,27.72,0
3.1626,1.1514,1,171.23,13.228,0
8.9769,2.1947,1,184.34,26.624,0
2.4241,0.88545,1,185.39,30.016,0
0.98758,-0.012499,1,189.09,13.603,0
3.1375,1.1434,1,184.78,30.013,0
6.6802,1.8991,1,195.04,26.461,0
16.113,2.7796,1,194.88,26.435,0
11.316,2.4262,1,167.15,23.595,0
13.186,2.5792,1,166.83,23.492,0
34.187,3.5318,1,190,26.683,0
176,5.1705,1,170.71,23.986,0
96.406,4.5686,1,170.58,24.058,0
117.88,4.7697,1,170.75,24.075,0
8.3265,2.1194,1,169.17,23.93,0
4.1878,1.4322,1,169.03,23.91,0
48.359,3.8787,1,170.82,24.035,0
60.235,4.0983,1,170.78,23.938,0
38.08,3.6397,1,170.5,24.079,0
37.235,3.6173,1,170.58,23.99,0
147.98,4.9971,1,172.17,17.232,0
2.247,0.80959,1,172.19,17.227,0
4.6018,1.5264,1,175.36,17.426,0
38.055,3.639,1,174.97,17.318,0
2.1158,0.74943,1,174.9,17.439,0
17.784,2.8783,1,175.19,17.268,0
6.3896,1.8547,1,178.82,17.488,0
114.59,4.7413,1,170.71,23.988,0
17.266,2.8487,1,182.5,17.62,0
7.7012,2.0414,1,203.92,17.071,0
6.4802,1.8687,1,204.71,17.086,0
7.203,1.9745,1,204.96,17.08,0
2.6342,0.96858,1,190.25,24.871,0
2.1187,0.75081,1,195.38,24.63,0
4.0359,1.3952,1,204.54,22.882,0
45.102,3.8089,1,204.63,22.871,0
0.81904,-0.19962,1,177.53,37.1,0
1.9904,0.68833,1,188.02,35.68,0
8.2676,2.1123,1,174.93,36.889,0
2.0563,0.72088,1,174.94,37,0
2.0711,0.72808,1,175.41,36.93,0
11.562,2.4477,1,169.01,36.276,0
2.5787,0.94728,1,195.38,36.985,0
98.497,4.59,1,195.09,37.039,0
7.6383,2.0332,1,181.29,37.27,0
6.0054,1.7927,1,171.61,29.397,0
12.913,2.5582,1,190.56,26.58,0
24.914,3.2154,1,194.55,26.397,0
42.487,3.7492,1,194.38,26.512,0
57.169,4.046,1,194.33,26.432,0
1285.1,7.1586,1,173.1,28.055,0
52.227,3.9556,1,172.93,28.154,0
17.417,2.8574,1,173.11,28.057,0
60.68,4.1056,1,173.12,28.112,0
135.36,4.9079,1,173.09,28.048,0
66.5,4.1972,1,172.08,17.236,0
2.5068,0.919,1,182.76,30.165,0
26.195,3.2656,1,182.2,17.172,0
145.41,4.9795,1,182.15,17.212,0
150.1,5.0113,1,182.52,25.308,0
19.91,2.9912,1,182.48,25.311,0
6.5276,1.876,1,183.25,25.282,0
30.74,3.4256,1,185.23,24.671,0
147.94,4.9968,1,197.45,28.893,0
217.05,5.3801,1,195.17,29.024,0
473.9,6.161,1,202.57,31.334,0
5.9127,1.7771,1,188.79,31.612,0
4.5543,1.5161,1,188.89,31.749,0
21.852,3.0843,1,176.09,32.846,0
5.691,1.7389,1,203.43,36.318,0
11.245,2.4199,1,202.14,32.069,0
9.5278,2.2542,1,201.14,32.196,0
24.962,3.2173,1,177.01,32.97,0
27.449,3.3123,1,176.93,32.948,0
21.373,3.0621,1,194.21,31.499,0
31.011,3.4343,1,184.82,21.087,0
