Dec,RA
10.990412944373041,7.0300516348108655
-22.428449168522366,-78.63479456179776
11.917041451475779,16.820455938168593
-39.886458092799515,-4.553365400310414
7.2782762768613525,4.166685864478301
-15.045400087913666,-74.58403930518355
21.9219070124498,-25.580717911345058
3.782882600193182,-3.741884862958381
15.19143240879204,7.896144995699242
-47.42337479909007,-41.48462292488067
45.573307129586105,-42.502456791973785
-38.01772916192914,-41.493562612583695
-32.6886786099828,-5.971999807452692
-15.224326362305028,-9.825957210223685
-43.35656127790648,-44.640257514112264
-17.194076416658994,-79.62615218880404
-12.750607144089756,-80.88731367299272
44.07936348725246,-35.727001937487664
-14.235442527135561,-9.505735756024563
-4.019340504846323,-15.709065149342754
13.330606070225773,-76.09755013281581
-12.636617398491051,-9.492568291341305
-6.739248169255423,-28.675682848300543
-9.11418924753114,-12.183373319111558
-39.753827763775355,-73.72457955263717
57.67691428750547,-44.2912583404608
-19.056672521863366,-54.402318788769854
-20.23545127477481,-62.149639763759716
8.799928598757962,5.665360610310454
-20.31282402534356,-78.49167317656865
-21.726149307056048,-89.32025440837938
-18.18620197061496,-77.73032759730077
-9.76378874599105,-84.19425859802499
14.390569045737472,6.954530134385999
-38.22449839522869,-74.97519394816159
31.686389265950282,-42.161121494296935
34.18412300469903,-39.53352239101123
30.499100955767066,-41.30009239457629
-32.1312698058821,-50.60930734422881
20.259164044037085,2.642597068736195
-26.564993188752545,-43.007607557787324
-21.49756968562519,-7.857250818234402
-24.741952553372926,-53.79187408906415
28.217824804680298,-49.17293648890803
14.11296474579812,9.80787774133983
-32.714741763040905,-4.941869871580709
8.044037361402378,6.5703555543324175
12.224003767957473,16.17359909266601
35.40462180182687,-50.41929320225052
-14.741657329067072,-78.92390670248936
8.384940394151812,13.286845823268726
-17.186041055502436,-79.51448955291985
-25.66908673525097,-6.873085319477058
-21.449073409334463,-8.178818308346363
25.426681997623913,-71.56551703195656
-1.4221258565631478,15.81757398993729
-26.61929157483881,-45.09883814613885
-44.96949252189225,-4.951119021394909
27.887793585417384,-50.33360612006929
-9.98067650552386,-14.566685795998016
19.13710378515702,-6.443823342625687
-52.942045105515916,-37.930947151567096
17.307519654541483,-35.179830922478644
-12.661589367471318,-80.83979897338031
12.450093870461647,7.117381631754858
-13.86689506173879,-24.04319651997138
33.09260274932979,-45.544980573319094
-21.577580762893074,-84.33525954114573
-18.756519174720367,-79.38078988847191
14.477212115383807,11.24004823654549
15.940515026184322,8.233171914781021
-9.883199661875695,-14.283529941299356
-18.558684098796093,-82.97726984048403
14.366292458492211,2.5824487451192883
-0.3762408517926259,-21.67844494431168
46.94717482832516,-34.11772344723652
-4.000121025076219,13.80261553158973
-12.239355701009902,-80.98753429723197
-13.528063945048398,-10.232337724143633
-46.291237563542566,-53.73809029720557
-32.346613311027475,-45.07389082797453
7.811791784490287,7.327663358926514
13.201134752684164,-69.44800474236577
24.5115041327941,-67.23661683892499
14.013875812455154,9.951679227101476
-17.25129103266674,-78.76255465791004
-23.998300100876655,4.196234542559804
-44.75969997118563,-5.054100007140676
-36.983451527772615,-43.04644493585246
-18.20922246650963,-79.13072366733348
-14.866175156548067,-79.34487500156311
31.399751742357935,-30.668210242055743
-43.043083813018555,-69.91060153935584
-21.415044771921046,-11.139762966265515
-17.02640894269761,-79.10204067323153
32.69192120168561,-53.95921704983361
-26.127813655181352,-78.24376133817758
11.042411740512325,6.544441476215605
-34.25056019129636,-80.1840004853936
15.32985520699264,10.305543497303994
10.501807961273773,-25.56440323440136
9.424053145696782,-25.207833654912534
-3.7191044613468573,-28.1523194806001
-1.8958436840902673,-43.292877596085816
31.907962460506344,-64.61929466103565
-32.59707457572452,-2.314273945337535
-24.44057354037434,5.0548734593832805
35.613628503816386,-21.5687527525502
28.71993921394003,-70.64020520120276
15.023130745344101,8.589989150324165
-57.98453642693559,-87.18565464521748
-35.137247348598144,1.3890043176712377
35.067492526128255,-28.38327748818394
-14.14394207301375,-9.076374743791897
-37.52927457121329,3.9494521199259403
27.658032190590216,-11.098987107019884
31.141019240933108,-49.96627195651671
32.86891824218307,-63.130241072952394
19.695365174842124,3.3660881183608318
15.272585545417659,10.724719465316555
-4.7917763470401455,-27.833389975135987
33.31068523966866,-18.215800691002418
-16.10033009542395,14.939758362912169
-23.92503457100991,-44.77300664030352
36.02364726677387,-33.23491817441442
-6.086418233374387,-76.05426673605743
26.637602392839746,-70.55982525936298
28.748603859629313,-79.27369061118269
-45.03040973856493,-5.003291518802374
-22.360777304774704,-45.42993457874996
-44.292440299285616,-4.7493283256853704
-43.15976727307547,-4.615804028519486
-19.6050353792695,-7.626590886366658
-25.251918659571473,-44.81552908680672
-8.187186794930136,-11.572234350810662
-40.94560774681459,13.28338559930446
-23.774722642599734,-49.33602469642464
13.263749501253518,-83.6796306104858
33.57798852751573,-71.94200771459894
16.62878705867471,-83.83977132691972
-14.79240243624922,-9.505990310708246
35.6297911612898,-20.762921816706047
-13.489287660430252,-66.4474821475447
-15.675833955236918,-80.26080556234474
-13.78080310778055,-27.839973421177252
8.052960398016626,12.358539916194514
18.252694364699963,-14.799826040393949
6.387350177623301,-70.60265556463463
-38.67225500322754,-71.20737283844973
-17.839714576207403,-71.44580538029828
4.64625664824887,-0.00509273454711201
-7.723331356038884,17.857668892875193
-38.33933637413109,4.773508712373771
-38.21996172667621,-75.50147513623199
-33.39213499928915,-40.57493966224954
2.480946212604949,-50.974000569785574
12.712856973587051,9.746426896472887
36.25958272023296,-23.411428082499537
-31.45411834059304,-4.730780615431833
-13.672305016764346,-6.723778291111433
4.486659788033195,4.719924483810278
3.506106672537525,-22.73432576165134
14.092420099975964,1.4232174736289371
-22.40935231852048,-9.257706356707695
16.557201772775308,-2.726739923546315
8.929333356196029,11.037450925114886
-18.395065236115187,-77.6392177519616
-5.389132428516597,-5.045436498307568
